interface	model	test	replicate	value	time
CPLEX_PY	iAF1260	LP	4	3.6101431416268066	0.06780409812927246
CPLEX_PY	iAF1260	MILP	4	12.999999998	0.39678072929382324
GUROBI	iAF1260	LP	4	3.6101431416268026	0.046018123626708984
GUROBI	iAF1260	MILP	4	13.0	0.5276257991790771
SCIP_CMD	iAF1260	LP	4	3.6101431416268	0.1912672519683838
SCIP_CMD	iAF1260	MILP	4	13.0	3.906049966812134
HiGHS_CMD	iAF1260	LP	4	3.6101431416268	0.08927583694458008
HiGHS_CMD	iAF1260	MILP	4	13.0	2.722466230392456
GLPK_CMD	iAF1260	LP	4	3.61014	0.09328699111938477
GLPK_CMD	iAF1260	MILP	4	13.0	10.429503917694092
COIN_CMD	iAF1260	LP	4	3.6101431	0.10197114944458008
COIN_CMD	iAF1260	MILP	4	13.0	6045.726781129837
CPLEX_PY	iAF1260	LP	5	3.6101431416268066	0.0675508975982666
CPLEX_PY	iAF1260	MILP	5	12.999999998	0.40241098403930664
GUROBI	iAF1260	LP	5	3.6101431416268026	0.04541802406311035
GUROBI	iAF1260	MILP	5	13.0	0.5217761993408203
SCIP_CMD	iAF1260	LP	5	3.6101431416268	0.1984570026397705
SCIP_CMD	iAF1260	MILP	5	13.0	3.9157309532165527
HiGHS_CMD	iAF1260	LP	5	3.6101431416268	0.09123611450195312
HiGHS_CMD	iAF1260	MILP	5	13.0	2.7271721363067627
GLPK_CMD	iAF1260	LP	5	3.61014	0.09397006034851074
GLPK_CMD	iAF1260	MILP	5	13.0	10.41419005393982
COIN_CMD	iAF1260	LP	5	3.6101431	0.10243082046508789
COIN_CMD	iAF1260	MILP	5	13.0	6051.414023160934
CPLEX_PY	iAF1260	LP	6	3.6101431416268066	0.06724023818969727
CPLEX_PY	iAF1260	MILP	6	12.999999998	0.41098809242248535
GUROBI	iAF1260	LP	6	3.6101431416268026	0.046050071716308594
GUROBI	iAF1260	MILP	6	13.0	0.5190548896789551
SCIP_CMD	iAF1260	LP	6	3.6101431416268	0.18762993812561035
SCIP_CMD	iAF1260	MILP	6	13.0	3.9259581565856934
HiGHS_CMD	iAF1260	LP	6	3.6101431416268	0.09003329277038574
HiGHS_CMD	iAF1260	MILP	6	13.0	2.725080966949463
GLPK_CMD	iAF1260	LP	6	3.61014	0.09296488761901855
GLPK_CMD	iAF1260	MILP	6	13.0	10.42431116104126
COIN_CMD	iAF1260	LP	6	3.6101431	0.10289192199707031
COIN_CMD	iAF1260	MILP	6	13.0	6081.244853019714
CPLEX_PY	iAF1260	LP	7	3.6101431416268066	0.06743288040161133
CPLEX_PY	iAF1260	MILP	7	12.999999998	0.43663597106933594
GUROBI	iAF1260	LP	7	3.6101431416268026	0.04613804817199707
GUROBI	iAF1260	MILP	7	13.0	0.5163149833679199
SCIP_CMD	iAF1260	LP	7	3.6101431416268	0.19028687477111816
SCIP_CMD	iAF1260	MILP	7	13.0	3.920336961746216
HiGHS_CMD	iAF1260	LP	7	3.6101431416268	0.09038114547729492
HiGHS_CMD	iAF1260	MILP	7	13.0	2.727350950241089
GLPK_CMD	iAF1260	LP	7	3.61014	0.09055900573730469
GLPK_CMD	iAF1260	MILP	7	13.0	10.415380954742432
COIN_CMD	iAF1260	LP	7	3.6101431	0.10225701332092285
COIN_CMD	iAF1260	MILP	7	13.0	6090.972431182861
CPLEX_PY	iAF1260	LP	8	3.6101431416268066	0.06733322143554688
CPLEX_PY	iAF1260	MILP	8	12.999999998	0.4106791019439697
GUROBI	iAF1260	LP	8	3.6101431416268026	0.045773983001708984
GUROBI	iAF1260	MILP	8	13.0	0.520272970199585
SCIP_CMD	iAF1260	LP	8	3.6101431416268	0.19613194465637207
SCIP_CMD	iAF1260	MILP	8	13.0	3.910297155380249
HiGHS_CMD	iAF1260	LP	8	3.6101431416268	0.08931612968444824
HiGHS_CMD	iAF1260	MILP	8	13.0	2.7118678092956543
GLPK_CMD	iAF1260	LP	8	3.61014	0.0928647518157959
GLPK_CMD	iAF1260	MILP	8	13.0	10.423421859741211
COIN_CMD	iAF1260	LP	8	3.6101431	0.10125017166137695
COIN_CMD	iAF1260	MILP	8	13.0	6065.922628164291
CPLEX_PY	iAF1260	LP	9	3.6101431416268066	0.06775498390197754
CPLEX_PY	iAF1260	MILP	9	12.999999998	0.431610107421875
GUROBI	iAF1260	LP	9	3.6101431416268026	0.04590606689453125
GUROBI	iAF1260	MILP	9	13.0	0.5375919342041016
SCIP_CMD	iAF1260	LP	9	3.6101431416268	0.19097208976745605
SCIP_CMD	iAF1260	MILP	9	13.0	3.9421839714050293
HiGHS_CMD	iAF1260	LP	9	3.6101431416268	0.09022307395935059
HiGHS_CMD	iAF1260	MILP	9	13.0	2.7259650230407715
GLPK_CMD	iAF1260	LP	9	3.61014	0.09351205825805664
GLPK_CMD	iAF1260	MILP	9	13.0	10.435156106948853
COIN_CMD	iAF1260	LP	9	3.6101431	0.10179400444030762
COIN_CMD	iAF1260	MILP	9	13.0	6068.8972198963165
CPLEX_PY	iYS1720	LP	0	4.252337850278837	0.09593725204467773
CPLEX_PY	iYS1720	MILP	0	3.0	0.2429029941558838
GUROBI	iYS1720	LP	0	4.252337850278832	0.06559610366821289
GUROBI	iYS1720	MILP	0	3.0	0.33185482025146484
SCIP_CMD	iYS1720	LP	0	4.25233785027884	0.23193120956420898
SCIP_CMD	iYS1720	MILP	0	3.0	0.5850069522857666
HiGHS_CMD	iYS1720	LP	0	4.2523378502788	0.11528897285461426
HiGHS_CMD	iYS1720	MILP	0	3.0	1.643887996673584
GLPK_CMD	iYS1720	LP	0	4.25234	0.11676287651062012
GLPK_CMD	iYS1720	MILP	0	3.0	2.8221771717071533
COIN_CMD	iYS1720	LP	0	4.2523494	0.16266107559204102
COIN_CMD	iYS1720	MILP	0	3.0	76.47367405891418
CPLEX_PY	iYS1720	LP	1	4.252337850278837	0.09648394584655762
CPLEX_PY	iYS1720	MILP	1	3.0	0.2517411708831787
GUROBI	iYS1720	LP	1	4.252337850278832	0.06556987762451172
GUROBI	iYS1720	MILP	1	3.0	0.33672118186950684
SCIP_CMD	iYS1720	LP	1	4.25233785027884	0.23178601264953613
SCIP_CMD	iYS1720	MILP	1	3.0	0.591040849685669
HiGHS_CMD	iYS1720	LP	1	4.2523378502788	0.11455488204956055
HiGHS_CMD	iYS1720	MILP	1	3.0	1.6436169147491455
GLPK_CMD	iYS1720	LP	1	4.25234	0.1150820255279541
GLPK_CMD	iYS1720	MILP	1	3.0	2.796492099761963
COIN_CMD	iYS1720	LP	1	4.2523494	0.16245508193969727
COIN_CMD	iYS1720	MILP	1	3.0	76.68495798110962
CPLEX_PY	iYS1720	LP	2	4.252337850278837	0.0953977108001709
CPLEX_PY	iYS1720	MILP	2	3.0	0.2477271556854248
GUROBI	iYS1720	LP	2	4.252337850278832	0.0654151439666748
GUROBI	iYS1720	MILP	2	3.0	0.34578800201416016
SCIP_CMD	iYS1720	LP	2	4.25233785027884	0.23108315467834473
SCIP_CMD	iYS1720	MILP	2	3.0	0.5906870365142822
HiGHS_CMD	iYS1720	LP	2	4.2523378502788	0.11473321914672852
HiGHS_CMD	iYS1720	MILP	2	3.0	1.6446728706359863
GLPK_CMD	iYS1720	LP	2	4.25234	0.11586403846740723
GLPK_CMD	iYS1720	MILP	2	3.0	2.8027279376983643
COIN_CMD	iYS1720	LP	2	4.2523494	0.16211819648742676
COIN_CMD	iYS1720	MILP	2	3.0	76.6898980140686
CPLEX_PY	iYS1720	LP	3	4.252337850278837	0.09641385078430176
CPLEX_PY	iYS1720	MILP	3	3.0	0.24576568603515625
GUROBI	iYS1720	LP	3	4.252337850278832	0.06542015075683594
GUROBI	iYS1720	MILP	3	3.0	0.330751895904541
SCIP_CMD	iYS1720	LP	3	4.25233785027884	0.2312641143798828
SCIP_CMD	iYS1720	MILP	3	3.0	0.5907289981842041
HiGHS_CMD	iYS1720	LP	3	4.2523378502788	0.11464905738830566
HiGHS_CMD	iYS1720	MILP	3	3.0	1.6449882984161377
GLPK_CMD	iYS1720	LP	3	4.25234	0.1156930923461914
GLPK_CMD	iYS1720	MILP	3	3.0	2.8007261753082275
COIN_CMD	iYS1720	LP	3	4.2523494	0.16177105903625488
COIN_CMD	iYS1720	MILP	3	3.0	76.39734292030334
CPLEX_PY	iYS1720	LP	4	4.252337850278837	0.09546804428100586
CPLEX_PY	iYS1720	MILP	4	3.0	0.2540740966796875
GUROBI	iYS1720	LP	4	4.252337850278832	0.06546902656555176
GUROBI	iYS1720	MILP	4	3.0	0.33306169509887695
SCIP_CMD	iYS1720	LP	4	4.25233785027884	0.23253202438354492
SCIP_CMD	iYS1720	MILP	4	3.0	0.5887429714202881
HiGHS_CMD	iYS1720	LP	4	4.2523378502788	0.11439895629882812
HiGHS_CMD	iYS1720	MILP	4	3.0	1.6450443267822266
GLPK_CMD	iYS1720	LP	4	4.25234	0.11568498611450195
GLPK_CMD	iYS1720	MILP	4	3.0	2.801762104034424
COIN_CMD	iYS1720	LP	4	4.2523494	0.16189908981323242
COIN_CMD	iYS1720	MILP	4	3.0	76.88079118728638
CPLEX_PY	iYS1720	LP	5	4.252337850278837	0.09566807746887207
CPLEX_PY	iYS1720	MILP	5	3.0	0.2577087879180908
GUROBI	iYS1720	LP	5	4.252337850278832	0.06566214561462402
GUROBI	iYS1720	MILP	5	3.0	0.33273911476135254
SCIP_CMD	iYS1720	LP	5	4.25233785027884	0.23142194747924805
SCIP_CMD	iYS1720	MILP	5	3.0	0.5907719135284424
HiGHS_CMD	iYS1720	LP	5	4.2523378502788	0.11460399627685547
HiGHS_CMD	iYS1720	MILP	5	3.0	1.6433846950531006
GLPK_CMD	iYS1720	LP	5	4.25234	0.11589813232421875
GLPK_CMD	iYS1720	MILP	5	3.0	2.808361053466797
COIN_CMD	iYS1720	LP	5	4.2523494	0.16271615028381348
COIN_CMD	iYS1720	MILP	5	3.0	76.22681903839111
CPLEX_PY	iYS1720	LP	6	4.252337850278837	0.09567093849182129
CPLEX_PY	iYS1720	MILP	6	3.0	0.2447347640991211
GUROBI	iYS1720	LP	6	4.252337850278832	0.06588101387023926
GUROBI	iYS1720	MILP	6	3.0	0.3394029140472412
SCIP_CMD	iYS1720	LP	6	4.25233785027884	0.23632478713989258
SCIP_CMD	iYS1720	MILP	6	3.0	0.588972806930542
HiGHS_CMD	iYS1720	LP	6	4.2523378502788	0.11550593376159668
HiGHS_CMD	iYS1720	MILP	6	3.0	1.6417319774627686
GLPK_CMD	iYS1720	LP	6	4.25234	0.11556386947631836
GLPK_CMD	iYS1720	MILP	6	3.0	2.804445266723633
COIN_CMD	iYS1720	LP	6	4.2523494	0.16311883926391602
COIN_CMD	iYS1720	MILP	6	3.0	76.56663084030151
CPLEX_PY	iYS1720	LP	7	4.252337850278837	0.09694099426269531
CPLEX_PY	iYS1720	MILP	7	3.0	0.25086402893066406
GUROBI	iYS1720	LP	7	4.252337850278832	0.06533694267272949
GUROBI	iYS1720	MILP	7	3.0	0.38283395767211914
SCIP_CMD	iYS1720	LP	7	4.25233785027884	0.23285317420959473
SCIP_CMD	iYS1720	MILP	7	3.0	0.5912611484527588
HiGHS_CMD	iYS1720	LP	7	4.2523378502788	0.11529088020324707
HiGHS_CMD	iYS1720	MILP	7	3.0	1.6451959609985352
GLPK_CMD	iYS1720	LP	7	4.25234	0.11606478691101074
GLPK_CMD	iYS1720	MILP	7	3.0	2.804283857345581
COIN_CMD	iYS1720	LP	7	4.2523494	0.16247797012329102
COIN_CMD	iYS1720	MILP	7	3.0	76.89303016662598
CPLEX_PY	iYS1720	LP	8	4.252337850278837	0.09685015678405762
CPLEX_PY	iYS1720	MILP	8	3.0	0.2516911029815674
GUROBI	iYS1720	LP	8	4.252337850278832	0.06512594223022461
GUROBI	iYS1720	MILP	8	3.0	0.3668959140777588
SCIP_CMD	iYS1720	LP	8	4.25233785027884	0.23568415641784668
SCIP_CMD	iYS1720	MILP	8	3.0	0.5968778133392334
HiGHS_CMD	iYS1720	LP	8	4.2523378502788	0.11549806594848633
HiGHS_CMD	iYS1720	MILP	8	3.0	1.6441559791564941
GLPK_CMD	iYS1720	LP	8	4.25234	0.11648702621459961
GLPK_CMD	iYS1720	MILP	8	3.0	2.8149659633636475
COIN_CMD	iYS1720	LP	8	4.2523494	0.16359329223632812
COIN_CMD	iYS1720	MILP	8	3.0	76.82579708099365
CPLEX_PY	iYS1720	LP	9	4.252337850278837	0.0967400074005127
CPLEX_PY	iYS1720	MILP	9	3.0	0.2628648281097412
GUROBI	iYS1720	LP	9	4.252337850278832	0.0652470588684082
GUROBI	iYS1720	MILP	9	3.0	0.37293171882629395
SCIP_CMD	iYS1720	LP	9	4.25233785027884	0.23036599159240723
SCIP_CMD	iYS1720	MILP	9	3.0	0.5939931869506836
HiGHS_CMD	iYS1720	LP	9	4.2523378502788	0.11647319793701172
HiGHS_CMD	iYS1720	MILP	9	3.0	1.6460161209106445
GLPK_CMD	iYS1720	LP	9	4.25234	0.1169130802154541
GLPK_CMD	iYS1720	MILP	9	3.0	2.8120458126068115
COIN_CMD	iYS1720	LP	9	4.2523494	0.1636638641357422
COIN_CMD	iYS1720	MILP	9	3.0	76.8947319984436
CPLEX_PY	iCHOv1	LP	0	3.915873243198781	0.1435546875
CPLEX_PY	iCHOv1	MILP	0	10.0	0.2962508201599121
GUROBI	iCHOv1	LP	0	3.915873243198781	0.11487889289855957
GUROBI	iCHOv1	MILP	0	10.0	0.2537269592285156
SCIP_CMD	iCHOv1	LP	0	3.91587324319878	0.37337398529052734
SCIP_CMD	iCHOv1	MILP	0	10.0	0.947462797164917
HiGHS_CMD	iCHOv1	LP	0	3.9158732431988	0.23883485794067383
HiGHS_CMD	iCHOv1	MILP	0	10.0	0.8299787044525146
GLPK_CMD	iCHOv1	LP	0	3.91587	0.1852860450744629
GLPK_CMD	iCHOv1	MILP	0	10.0	49.084375858306885
COIN_CMD	iCHOv1	LP	0	3.9158732	0.468731164932251
COIN_CMD	iCHOv1	MILP	0	10.0	301.62607288360596
CPLEX_PY	iCHOv1	LP	1	3.915873243198781	0.1928098201751709
CPLEX_PY	iCHOv1	MILP	1	10.0	0.29032206535339355
GUROBI	iCHOv1	LP	1	3.915873243198781	0.11567091941833496
GUROBI	iCHOv1	MILP	1	10.0	0.21318888664245605
SCIP_CMD	iCHOv1	LP	1	3.91587324319878	0.36687517166137695
SCIP_CMD	iCHOv1	MILP	1	10.0	0.9394912719726562
HiGHS_CMD	iCHOv1	LP	1	3.9158732431988	0.2384660243988037
HiGHS_CMD	iCHOv1	MILP	1	10.0	0.8323750495910645
GLPK_CMD	iCHOv1	LP	1	3.91587	0.1852860450744629
GLPK_CMD	iCHOv1	MILP	1	10.0	49.257017850875854
COIN_CMD	iCHOv1	LP	1	3.9158732	0.46992015838623047
COIN_CMD	iCHOv1	MILP	1	10.0	301.9296178817749
CPLEX_PY	iCHOv1	LP	2	3.915873243198781	0.14451003074645996
CPLEX_PY	iCHOv1	MILP	2	10.0	0.29177117347717285
GUROBI	iCHOv1	LP	2	3.915873243198781	0.11582493782043457
GUROBI	iCHOv1	MILP	2	10.0	0.21356797218322754
SCIP_CMD	iCHOv1	LP	2	3.91587324319878	0.37572717666625977
SCIP_CMD	iCHOv1	MILP	2	10.0	0.9452071189880371
HiGHS_CMD	iCHOv1	LP	2	3.9158732431988	0.2406458854675293
HiGHS_CMD	iCHOv1	MILP	2	10.0	0.8411481380462646
GLPK_CMD	iCHOv1	LP	2	3.91587	0.18482398986816406
GLPK_CMD	iCHOv1	MILP	2	10.0	49.21469807624817
COIN_CMD	iCHOv1	LP	2	3.9158732	0.47362279891967773
COIN_CMD	iCHOv1	MILP	2	10.0	301.7570061683655
CPLEX_PY	iCHOv1	LP	3	3.915873243198781	0.14508605003356934
CPLEX_PY	iCHOv1	MILP	3	10.0	0.29552412033081055
GUROBI	iCHOv1	LP	3	3.915873243198781	0.1659841537475586
GUROBI	iCHOv1	MILP	3	10.0	0.213331937789917
SCIP_CMD	iCHOv1	LP	3	3.91587324319878	0.3729541301727295
SCIP_CMD	iCHOv1	MILP	3	10.0	0.942598819732666
HiGHS_CMD	iCHOv1	LP	3	3.9158732431988	0.23950576782226562
HiGHS_CMD	iCHOv1	MILP	3	10.0	0.8381750583648682
GLPK_CMD	iCHOv1	LP	3	3.91587	0.18490338325500488
GLPK_CMD	iCHOv1	MILP	3	10.0	49.28392815589905
COIN_CMD	iCHOv1	LP	3	3.9158732	0.4718320369720459
COIN_CMD	iCHOv1	MILP	3	10.0	303.9335629940033
CPLEX_PY	iCHOv1	LP	4	3.915873243198781	0.14439797401428223
CPLEX_PY	iCHOv1	MILP	4	10.0	0.29622793197631836
GUROBI	iCHOv1	LP	4	3.915873243198781	0.16277194023132324
GUROBI	iCHOv1	MILP	4	10.0	0.21251487731933594
SCIP_CMD	iCHOv1	LP	4	3.91587324319878	0.37347936630249023
SCIP_CMD	iCHOv1	MILP	4	10.0	0.9376182556152344
HiGHS_CMD	iCHOv1	LP	4	3.9158732431988	0.23881196975708008
HiGHS_CMD	iCHOv1	MILP	4	10.0	0.8339087963104248
GLPK_CMD	iCHOv1	LP	4	3.91587	0.18413901329040527
GLPK_CMD	iCHOv1	MILP	4	10.0	49.108591079711914
COIN_CMD	iCHOv1	LP	4	3.9158732	0.4718749523162842
COIN_CMD	iCHOv1	MILP	4	10.0	302.38702607154846
CPLEX_PY	iCHOv1	LP	5	3.915873243198781	0.14566493034362793
CPLEX_PY	iCHOv1	MILP	5	10.0	0.2946629524230957
GUROBI	iCHOv1	LP	5	3.915873243198781	0.16382193565368652
GUROBI	iCHOv1	MILP	5	10.0	0.21283698081970215
SCIP_CMD	iCHOv1	LP	5	3.91587324319878	0.3724641799926758
SCIP_CMD	iCHOv1	MILP	5	10.0	0.939755916595459
HiGHS_CMD	iCHOv1	LP	5	3.9158732431988	0.23950529098510742
HiGHS_CMD	iCHOv1	MILP	5	10.0	0.8393311500549316
GLPK_CMD	iCHOv1	LP	5	3.91587	0.18625998497009277
GLPK_CMD	iCHOv1	MILP	5	10.0	49.27351927757263
COIN_CMD	iCHOv1	LP	5	3.9158732	0.47071099281311035
COIN_CMD	iCHOv1	MILP	5	10.0	301.7475860118866
CPLEX_PY	iCHOv1	LP	6	3.915873243198781	0.14467692375183105
CPLEX_PY	iCHOv1	MILP	6	10.0	0.2962360382080078
GUROBI	iCHOv1	LP	6	3.915873243198781	0.11451482772827148
GUROBI	iCHOv1	MILP	6	10.0	0.21220707893371582
SCIP_CMD	iCHOv1	LP	6	3.91587324319878	0.37082910537719727
SCIP_CMD	iCHOv1	MILP	6	10.0	0.940082311630249
HiGHS_CMD	iCHOv1	LP	6	3.9158732431988	0.23874998092651367
HiGHS_CMD	iCHOv1	MILP	6	10.0	0.8366992473602295
GLPK_CMD	iCHOv1	LP	6	3.91587	0.18415403366088867
GLPK_CMD	iCHOv1	MILP	6	10.0	49.01616382598877
COIN_CMD	iCHOv1	LP	6	3.9158732	0.4683198928833008
COIN_CMD	iCHOv1	MILP	6	10.0	301.8691737651825
CPLEX_PY	iCHOv1	LP	7	3.915873243198781	0.1487438678741455
CPLEX_PY	iCHOv1	MILP	7	10.0	0.3012700080871582
GUROBI	iCHOv1	LP	7	3.915873243198781	0.11373019218444824
GUROBI	iCHOv1	MILP	7	10.0	0.21250414848327637
SCIP_CMD	iCHOv1	LP	7	3.91587324319878	0.37257909774780273
SCIP_CMD	iCHOv1	MILP	7	10.0	0.9433860778808594
HiGHS_CMD	iCHOv1	LP	7	3.9158732431988	0.2382819652557373
HiGHS_CMD	iCHOv1	MILP	7	10.0	0.839630126953125
GLPK_CMD	iCHOv1	LP	7	3.91587	0.1863842010498047
GLPK_CMD	iCHOv1	MILP	7	10.0	49.308759689331055
COIN_CMD	iCHOv1	LP	7	3.9158732	0.4718921184539795
COIN_CMD	iCHOv1	MILP	7	10.0	301.17050313949585
CPLEX_PY	iCHOv1	LP	8	3.915873243198781	0.14514899253845215
CPLEX_PY	iCHOv1	MILP	8	10.0	0.326678991317749
GUROBI	iCHOv1	LP	8	3.915873243198781	0.16062188148498535
GUROBI	iCHOv1	MILP	8	10.0	0.21217679977416992
SCIP_CMD	iCHOv1	LP	8	3.91587324319878	0.3710489273071289
SCIP_CMD	iCHOv1	MILP	8	10.0	0.9403588771820068
HiGHS_CMD	iCHOv1	LP	8	3.9158732431988	0.237746000289917
HiGHS_CMD	iCHOv1	MILP	8	10.0	0.8372890949249268
GLPK_CMD	iCHOv1	LP	8	3.91587	0.18612980842590332
GLPK_CMD	iCHOv1	MILP	8	10.0	49.14993190765381
COIN_CMD	iCHOv1	LP	8	3.9158732	0.4701688289642334
COIN_CMD	iCHOv1	MILP	8	10.0	302.1580469608307
CPLEX_PY	iCHOv1	LP	9	3.915873243198781	0.14561986923217773
CPLEX_PY	iCHOv1	MILP	9	10.0	0.30435609817504883
GUROBI	iCHOv1	LP	9	3.915873243198781	0.11551213264465332
GUROBI	iCHOv1	MILP	9	10.0	0.21274495124816895
SCIP_CMD	iCHOv1	LP	9	3.91587324319878	0.3803880214691162
SCIP_CMD	iCHOv1	MILP	9	10.0	0.9401340484619141
HiGHS_CMD	iCHOv1	LP	9	3.9158732431988	0.23868179321289062
HiGHS_CMD	iCHOv1	MILP	9	10.0	0.8375847339630127
GLPK_CMD	iCHOv1	LP	9	3.91587	0.18536019325256348
GLPK_CMD	iCHOv1	MILP	9	10.0	49.40630292892456
COIN_CMD	iCHOv1	LP	9	3.9158732	0.46678781509399414
COIN_CMD	iCHOv1	MILP	9	10.0	301.64737010002136
CPLEX_PY	Recon3D	LP	0	43.28239133966799	0.2595059871673584
CPLEX_PY	Recon3D	MILP	0	4.999999999999966	2.4420979022979736
GUROBI	Recon3D	LP	0	43.282391339667946	0.19285082817077637
GUROBI	Recon3D	MILP	0	5.0	8.822189092636108
SCIP_CMD	Recon3D	LP	0	43.282391339668	0.6647181510925293
SCIP_CMD	Recon3D	MILP	0	5.0	49.928247928619385
HiGHS_CMD	Recon3D	LP	0	43.2823913396682	0.3953220844268799
HiGHS_CMD	Recon3D	MILP	0	5.0	10.685327053070068
GLPK_CMD	Recon3D	LP	0	43.2824	0.4898369312286377
COIN_CMD	Recon3D	LP	0	43.282459	1.317803144454956
CPLEX_PY	Recon3D	LP	1	43.28239133966799	0.2606527805328369
CPLEX_PY	Recon3D	MILP	1	4.999999999999966	2.4381649494171143
GUROBI	Recon3D	LP	1	43.282391339667946	0.2759377956390381
GUROBI	Recon3D	MILP	1	5.0	8.742529153823853
SCIP_CMD	Recon3D	LP	1	43.282391339668	0.646867036819458
SCIP_CMD	Recon3D	MILP	1	5.0	50.14197492599487
HiGHS_CMD	Recon3D	LP	1	43.2823913396682	0.3971719741821289
HiGHS_CMD	Recon3D	MILP	1	5.0	10.713803052902222
GLPK_CMD	Recon3D	LP	1	43.2824	0.4932069778442383
COIN_CMD	Recon3D	LP	1	43.282459	1.3274571895599365
CPLEX_PY	Recon3D	LP	2	43.28239133966799	0.2612762451171875
CPLEX_PY	Recon3D	MILP	2	4.999999999999966	2.5260140895843506
GUROBI	Recon3D	LP	2	43.282391339667946	0.19307494163513184
GUROBI	Recon3D	MILP	2	5.0	8.757840871810913
SCIP_CMD	Recon3D	LP	2	43.282391339668	0.6571130752563477
SCIP_CMD	Recon3D	MILP	2	5.0	50.02228403091431
HiGHS_CMD	Recon3D	LP	2	43.2823913396682	0.3978288173675537
HiGHS_CMD	Recon3D	MILP	2	5.0	10.702616930007935
GLPK_CMD	Recon3D	LP	2	43.2824	0.4952061176300049
COIN_CMD	Recon3D	LP	2	43.282459	1.3198778629302979
CPLEX_PY	Recon3D	LP	3	43.28239133966799	0.34258580207824707
CPLEX_PY	Recon3D	MILP	3	4.999999999999966	2.4329938888549805
GUROBI	Recon3D	LP	3	43.282391339667946	0.19241905212402344
GUROBI	Recon3D	MILP	3	5.0	8.848278760910034
SCIP_CMD	Recon3D	LP	3	43.282391339668	0.6494252681732178
SCIP_CMD	Recon3D	MILP	3	5.0	50.13057994842529
HiGHS_CMD	Recon3D	LP	3	43.2823913396682	0.3963749408721924
HiGHS_CMD	Recon3D	MILP	3	5.0	10.705066919326782
GLPK_CMD	Recon3D	LP	3	43.2824	0.49063611030578613
COIN_CMD	Recon3D	LP	3	43.282459	1.319228172302246
CPLEX_PY	Recon3D	LP	4	43.28239133966799	0.2637960910797119
CPLEX_PY	Recon3D	MILP	4	4.999999999999966	2.446042060852051
GUROBI	Recon3D	LP	4	43.282391339667946	0.27553510665893555
GUROBI	Recon3D	MILP	4	5.0	8.753927946090698
SCIP_CMD	Recon3D	LP	4	43.282391339668	0.6504318714141846
SCIP_CMD	Recon3D	MILP	4	5.0	49.94065499305725
HiGHS_CMD	Recon3D	LP	4	43.2823913396682	0.39862513542175293
HiGHS_CMD	Recon3D	MILP	4	5.0	10.697030067443848
GLPK_CMD	Recon3D	LP	4	43.2824	0.48924803733825684
COIN_CMD	Recon3D	LP	4	43.282459	1.3330790996551514
CPLEX_PY	Recon3D	LP	5	43.28239133966799	0.26293182373046875
CPLEX_PY	Recon3D	MILP	5	4.999999999999966	2.4455020427703857
GUROBI	Recon3D	LP	5	43.282391339667946	0.1923542022705078
GUROBI	Recon3D	MILP	5	5.0	8.776949167251587
SCIP_CMD	Recon3D	LP	5	43.282391339668	0.6524789333343506
SCIP_CMD	Recon3D	MILP	5	5.0	49.99435806274414
HiGHS_CMD	Recon3D	LP	5	43.2823913396682	0.39702606201171875
HiGHS_CMD	Recon3D	MILP	5	5.0	10.717923164367676
GLPK_CMD	Recon3D	LP	5	43.2824	0.4944729804992676
COIN_CMD	Recon3D	LP	5	43.282459	1.3290221691131592
CPLEX_PY	Recon3D	LP	6	43.28239133966799	0.2622220516204834
CPLEX_PY	Recon3D	MILP	6	4.999999999999966	2.4627928733825684
GUROBI	Recon3D	LP	6	43.282391339667946	0.1921987533569336
GUROBI	Recon3D	MILP	6	5.0	8.82462215423584
SCIP_CMD	Recon3D	LP	6	43.282391339668	0.649648904800415
SCIP_CMD	Recon3D	MILP	6	5.0	49.90442609786987
HiGHS_CMD	Recon3D	LP	6	43.2823913396682	0.3987610340118408
HiGHS_CMD	Recon3D	MILP	6	5.0	10.71288514137268
GLPK_CMD	Recon3D	LP	6	43.2824	0.488800048828125
COIN_CMD	Recon3D	LP	6	43.282459	1.3201029300689697
CPLEX_PY	Recon3D	LP	7	43.28239133966799	0.2624697685241699
CPLEX_PY	Recon3D	MILP	7	4.999999999999966	2.4580347537994385
GUROBI	Recon3D	LP	7	43.282391339667946	0.19227218627929688
GUROBI	Recon3D	MILP	7	5.0	8.756818294525146
SCIP_CMD	Recon3D	LP	7	43.282391339668	0.6482589244842529
SCIP_CMD	Recon3D	MILP	7	5.0	49.94116926193237
HiGHS_CMD	Recon3D	LP	7	43.2823913396682	0.3990612030029297
HiGHS_CMD	Recon3D	MILP	7	5.0	10.712399005889893
GLPK_CMD	Recon3D	LP	7	43.2824	0.4950699806213379
COIN_CMD	Recon3D	LP	7	43.282459	1.3299930095672607
CPLEX_PY	Recon3D	LP	8	43.28239133966799	0.2627909183502197
CPLEX_PY	Recon3D	MILP	8	4.999999999999966	2.4521570205688477
GUROBI	Recon3D	LP	8	43.282391339667946	0.27105188369750977
GUROBI	Recon3D	MILP	8	5.0	8.780874967575073
SCIP_CMD	Recon3D	LP	8	43.282391339668	0.7115697860717773
SCIP_CMD	Recon3D	MILP	8	5.0	50.152742862701416
HiGHS_CMD	Recon3D	LP	8	43.2823913396682	0.3979201316833496
HiGHS_CMD	Recon3D	MILP	8	5.0	10.72493600845337
GLPK_CMD	Recon3D	LP	8	43.2824	0.4946329593658447
COIN_CMD	Recon3D	LP	8	43.282459	1.336073875427246
