interface	model	test	replicate	value	time
COIN_CMD	iCN718	LP	1	0.23893908	0.058363914489746094
COIN_CMD	iCN718	LP	2	0.23893908	0.0588078498840332
COIN_CMD	iCN718	LP	3	0.23893908	0.09266090393066406
COIN_CMD	iCN718	LP	4	0.23893908	0.059365272521972656
COIN_CMD	iCN718	LP	5	0.23893908	0.05709075927734375
COIN_CMD	iCN718	LP	6	0.23893908	0.05955815315246582
COIN_CMD	iCN718	LP	7	0.23893908	0.05988931655883789
COIN_CMD	iCN718	LP	8	0.23893908	0.05765199661254883
COIN_CMD	iCN718	LP	9	0.23893908	0.058837175369262695
SCIP_CMD	iCN718	LP	0	0.238949224675067	0.09651899337768555
SCIP_CMD	iCN718	LP	1	0.238949224675067	0.09508705139160156
SCIP_CMD	iCN718	LP	2	0.238949224675067	0.09452986717224121
SCIP_CMD	iCN718	LP	3	0.238949224675067	0.09346699714660645
SCIP_CMD	iCN718	LP	4	0.238949224675067	0.09312224388122559
SCIP_CMD	iCN718	LP	5	0.238949224675067	0.09366106986999512
SCIP_CMD	iCN718	LP	6	0.238949224675067	0.09352302551269531
SCIP_CMD	iCN718	LP	7	0.238949224675067	0.09494686126708984
SCIP_CMD	iCN718	LP	8	0.238949224675067	0.10553383827209473
SCIP_CMD	iCN718	LP	9	0.238949224675067	0.1385951042175293
HiGHS_CMD	iCN718	LP	0	0.2389492246751	0.07466006278991699
HiGHS_CMD	iCN718	LP	1	0.2389492246751	0.06851077079772949
HiGHS_CMD	iCN718	LP	2	0.2389492246751	0.05670595169067383
HiGHS_CMD	iCN718	LP	3	0.2389492246751	0.05660200119018555
HiGHS_CMD	iCN718	LP	4	0.2389492246751	0.062082767486572266
HiGHS_CMD	iCN718	LP	5	0.2389492246751	0.05566096305847168
HiGHS_CMD	iCN718	LP	6	0.2389492246751	0.06702780723571777
HiGHS_CMD	iCN718	LP	7	0.2389492246751	0.05486702919006348
HiGHS_CMD	iCN718	LP	8	0.2389492246751	0.0609128475189209
HiGHS_CMD	iCN718	LP	9	0.2389492246751	0.0571291446685791
CPLEX_PY	iMM904	LP	0	0.7174219325653098	0.03640389442443848
CPLEX_PY	iMM904	LP	1	0.7174219325653098	0.035243988037109375
CPLEX_PY	iMM904	LP	2	0.7174219325653098	0.0354008674621582
CPLEX_PY	iMM904	LP	3	0.7174219325653098	0.03541922569274902
CPLEX_PY	iMM904	LP	4	0.7174219325653098	0.0346829891204834
CPLEX_PY	iMM904	LP	5	0.7174219325653098	0.03484487533569336
CPLEX_PY	iMM904	LP	6	0.7174219325653098	0.034906864166259766
CPLEX_PY	iMM904	LP	7	0.7174219325653098	0.034780025482177734
CPLEX_PY	iMM904	LP	8	0.7174219325653098	0.03474879264831543
CPLEX_PY	iMM904	LP	9	0.7174219325653098	0.034806013107299805
GUROBI	iMM904	LP	0	0.7174219325653098	0.030134201049804688
GUROBI	iMM904	LP	1	0.7174219325653098	0.030723094940185547
GUROBI	iMM904	LP	2	0.7174219325653098	0.03078603744506836
GUROBI	iMM904	LP	3	0.7174219325653098	0.030113697052001953
GUROBI	iMM904	LP	4	0.7174219325653098	0.03083014488220215
GUROBI	iMM904	LP	5	0.7174219325653098	0.030108928680419922
GUROBI	iMM904	LP	6	0.7174219325653098	0.030588150024414062
GUROBI	iMM904	LP	7	0.7174219325653098	0.03017401695251465
GUROBI	iMM904	LP	8	0.7174219325653098	0.030925750732421875
GUROBI	iMM904	LP	9	0.7174219325653098	0.030808210372924805
GLPK_CMD	iMM904	LP	0	0.717422	0.06347990036010742
GLPK_CMD	iMM904	LP	1	0.717422	0.06291985511779785
GLPK_CMD	iMM904	LP	2	0.717422	0.06218290328979492
GLPK_CMD	iMM904	LP	3	0.717422	0.061905860900878906
GLPK_CMD	iMM904	LP	4	0.717422	0.0615079402923584
GLPK_CMD	iMM904	LP	5	0.717422	0.062026023864746094
GLPK_CMD	iMM904	LP	6	0.717422	0.06094002723693848
GLPK_CMD	iMM904	LP	7	0.717422	0.06305098533630371
GLPK_CMD	iMM904	LP	8	0.717422	0.06345510482788086
GLPK_CMD	iMM904	LP	9	0.717422	0.06295514106750488
COIN_CMD	iMM904	LP	0	0.71742193	0.06749105453491211
COIN_CMD	iMM904	LP	1	0.71742193	0.06652283668518066
COIN_CMD	iMM904	LP	2	0.71742193	0.06500577926635742
COIN_CMD	iMM904	LP	3	0.71742193	0.06369209289550781
COIN_CMD	iMM904	LP	4	0.71742193	0.06693100929260254
COIN_CMD	iMM904	LP	5	0.71742193	0.06630992889404297
COIN_CMD	iMM904	LP	6	0.71742193	0.06452298164367676
COIN_CMD	iMM904	LP	7	0.71742193	0.0660398006439209
COIN_CMD	iMM904	LP	8	0.71742193	0.06679201126098633
COIN_CMD	iMM904	LP	9	0.71742193	0.06676197052001953
SCIP_CMD	iMM904	LP	0	0.717421932565265	0.11302495002746582
SCIP_CMD	iMM904	LP	1	0.717421932565265	0.1105201244354248
SCIP_CMD	iMM904	LP	2	0.717421932565265	0.11148595809936523
SCIP_CMD	iMM904	LP	3	0.717421932565265	0.10973000526428223
SCIP_CMD	iMM904	LP	4	0.717421932565265	0.11072468757629395
SCIP_CMD	iMM904	LP	5	0.717421932565265	0.11307692527770996
SCIP_CMD	iMM904	LP	6	0.717421932565265	0.12205195426940918
SCIP_CMD	iMM904	LP	7	0.717421932565265	0.11154603958129883
SCIP_CMD	iMM904	LP	8	0.717421932565265	0.1121511459350586
SCIP_CMD	iMM904	LP	9	0.717421932565265	0.11171913146972656
HiGHS_CMD	iMM904	LP	0	0.7174219325653	0.06605291366577148
HiGHS_CMD	iMM904	LP	1	0.7174219325653	0.06765389442443848
HiGHS_CMD	iMM904	LP	2	0.7174219325653	0.06443977355957031
HiGHS_CMD	iMM904	LP	3	0.7174219325653	0.06645679473876953
HiGHS_CMD	iMM904	LP	4	0.7174219325653	0.06522226333618164
HiGHS_CMD	iMM904	LP	5	0.7174219325653	0.06684184074401855
HiGHS_CMD	iMM904	LP	6	0.7174219325653	0.06576895713806152
HiGHS_CMD	iMM904	LP	7	0.7174219325653	0.06720590591430664
HiGHS_CMD	iMM904	LP	8	0.7174219325653	0.0661158561706543
HiGHS_CMD	iMM904	LP	9	0.7174219325653	0.06546187400817871
CPLEX_PY	iAF1260	LP	0	3.6101431416268066	0.06717324256896973
CPLEX_PY	iAF1260	LP	1	3.6101431416268066	0.06647992134094238
CPLEX_PY	iAF1260	LP	2	3.6101431416268066	0.06982016563415527
CPLEX_PY	iAF1260	LP	3	3.6101431416268066	0.06612992286682129
CPLEX_PY	iAF1260	LP	4	3.6101431416268066	0.06744098663330078
CPLEX_PY	iAF1260	LP	5	3.6101431416268066	0.06635594367980957
CPLEX_PY	iAF1260	LP	6	3.6101431416268066	0.06558918952941895
CPLEX_PY	iAF1260	LP	7	3.6101431416268066	0.06717967987060547
CPLEX_PY	iAF1260	LP	8	3.6101431416268066	0.06582784652709961
CPLEX_PY	iAF1260	LP	9	3.6101431416268066	0.06555819511413574
GUROBI	iAF1260	LP	0	3.6101431416268026	0.04617595672607422
GUROBI	iAF1260	LP	1	3.6101431416268026	0.044328927993774414
GUROBI	iAF1260	LP	2	3.6101431416268026	0.044293880462646484
GUROBI	iAF1260	LP	3	3.6101431416268026	0.04601407051086426
GUROBI	iAF1260	LP	4	3.6101431416268026	0.04543280601501465
GUROBI	iAF1260	LP	5	3.6101431416268026	0.0731956958770752
GUROBI	iAF1260	LP	6	3.6101431416268026	0.04462885856628418
GUROBI	iAF1260	LP	7	3.6101431416268026	0.04413795471191406
GUROBI	iAF1260	LP	8	3.6101431416268026	0.04432201385498047
GUROBI	iAF1260	LP	9	3.6101431416268026	0.04416775703430176
GLPK_CMD	iAF1260	LP	0	3.61014	0.09561300277709961
GLPK_CMD	iAF1260	LP	1	3.61014	0.09613871574401855
GLPK_CMD	iAF1260	LP	2	3.61014	0.09174680709838867
GLPK_CMD	iAF1260	LP	3	3.61014	0.09661483764648438
GLPK_CMD	iAF1260	LP	4	3.61014	0.09250092506408691
GLPK_CMD	iAF1260	LP	5	3.61014	0.09381103515625
GLPK_CMD	iAF1260	LP	6	3.61014	0.09243512153625488
GLPK_CMD	iAF1260	LP	7	3.61014	0.09323811531066895
GLPK_CMD	iAF1260	LP	8	3.61014	0.09176182746887207
GLPK_CMD	iAF1260	LP	9	3.61014	0.09300589561462402
COIN_CMD	iAF1260	LP	0	3.6101431	0.1012871265411377
COIN_CMD	iAF1260	LP	1	3.6101431	0.10251188278198242
COIN_CMD	iAF1260	LP	2	3.6101431	0.1380317211151123
COIN_CMD	iAF1260	LP	3	3.6101431	0.10042119026184082
COIN_CMD	iAF1260	LP	4	3.6101431	0.1013789176940918
COIN_CMD	iAF1260	LP	5	3.6101431	0.10210299491882324
COIN_CMD	iAF1260	LP	6	3.6101431	0.10098505020141602
COIN_CMD	iAF1260	LP	7	3.6101431	0.09870290756225586
COIN_CMD	iAF1260	LP	8	3.6101431	0.10200715065002441
COIN_CMD	iAF1260	LP	9	3.6101431	0.10065984725952148
SCIP_CMD	iAF1260	LP	0	3.6101431416268	0.1931140422821045
SCIP_CMD	iAF1260	LP	1	3.6101431416268	0.18658781051635742
SCIP_CMD	iAF1260	LP	2	3.6101431416268	0.18561482429504395
SCIP_CMD	iAF1260	LP	3	3.6101431416268	0.18787884712219238
SCIP_CMD	iAF1260	LP	4	3.6101431416268	0.18886399269104004
SCIP_CMD	iAF1260	LP	5	3.6101431416268	0.18509602546691895
SCIP_CMD	iAF1260	LP	6	3.6101431416268	0.187971830368042
SCIP_CMD	iAF1260	LP	7	3.6101431416268	0.1867051124572754
SCIP_CMD	iAF1260	LP	8	3.6101431416268	0.1885838508605957
SCIP_CMD	iAF1260	LP	9	3.6101431416268	0.19022083282470703
HiGHS_CMD	iAF1260	LP	0	3.6101431416268	0.09532618522644043
HiGHS_CMD	iAF1260	LP	1	3.6101431416268	0.09449076652526855
HiGHS_CMD	iAF1260	LP	2	3.6101431416268	0.09395194053649902
HiGHS_CMD	iAF1260	LP	3	3.6101431416268	0.09297823905944824
HiGHS_CMD	iAF1260	LP	4	3.6101431416268	0.09569001197814941
HiGHS_CMD	iAF1260	LP	5	3.6101431416268	0.10162091255187988
HiGHS_CMD	iAF1260	LP	6	3.6101431416268	0.09187602996826172
HiGHS_CMD	iAF1260	LP	7	3.6101431416268	0.09304428100585938
HiGHS_CMD	iAF1260	LP	8	3.6101431416268	0.09421205520629883
HiGHS_CMD	iAF1260	LP	9	3.6101431416268	0.09380888938903809
CPLEX_PY	iYS1720	LP	0	4.252337850278837	0.09591794013977051
CPLEX_PY	iYS1720	LP	1	4.252337850278837	0.09608602523803711
CPLEX_PY	iYS1720	LP	2	4.252337850278837	0.09547185897827148
CPLEX_PY	iYS1720	LP	3	4.252337850278837	0.0945889949798584
CPLEX_PY	iYS1720	LP	4	4.252337850278837	0.09469413757324219
CPLEX_PY	iYS1720	LP	5	4.252337850278837	0.09414505958557129
CPLEX_PY	iYS1720	LP	6	4.252337850278837	0.09430694580078125
CPLEX_PY	iYS1720	LP	7	4.252337850278837	0.09440207481384277
CPLEX_PY	iYS1720	LP	8	4.252337850278837	0.09471511840820312
CPLEX_PY	iYS1720	LP	9	4.252337850278837	0.09414505958557129
GUROBI	iYS1720	LP	0	4.252337850278832	0.06583905220031738
GUROBI	iYS1720	LP	1	4.252337850278832	0.06443285942077637
GUROBI	iYS1720	LP	2	4.252337850278832	0.06464791297912598
GUROBI	iYS1720	LP	3	4.252337850278832	0.06428694725036621
GUROBI	iYS1720	LP	4	4.252337850278832	0.06450796127319336
GUROBI	iYS1720	LP	5	4.252337850278832	0.0645589828491211
GUROBI	iYS1720	LP	6	4.252337850278832	0.06551098823547363
GUROBI	iYS1720	LP	7	4.252337850278832	0.0678873062133789
GUROBI	iYS1720	LP	8	4.252337850278832	0.06406903266906738
GUROBI	iYS1720	LP	9	4.252337850278832	0.06343865394592285
GLPK_CMD	iYS1720	LP	0	4.25234	0.12592577934265137
GLPK_CMD	iYS1720	LP	1	4.25234	0.12935400009155273
GLPK_CMD	iYS1720	LP	2	4.25234	0.1240849494934082
GLPK_CMD	iYS1720	LP	3	4.25234	0.12442588806152344
GLPK_CMD	iYS1720	LP	4	4.25234	0.12384414672851562
GLPK_CMD	iYS1720	LP	5	4.25234	0.12355184555053711
GLPK_CMD	iYS1720	LP	6	4.25234	0.12327098846435547
GLPK_CMD	iYS1720	LP	7	4.25234	0.12293076515197754
GLPK_CMD	iYS1720	LP	8	4.25234	0.12371110916137695
GLPK_CMD	iYS1720	LP	9	4.25234	0.12415599822998047
COIN_CMD	iYS1720	LP	0	4.2523494	0.16880106925964355
COIN_CMD	iYS1720	LP	1	4.2523494	0.16873598098754883
COIN_CMD	iYS1720	LP	2	4.2523494	0.16577410697937012
COIN_CMD	iYS1720	LP	3	4.2523494	0.16860175132751465
COIN_CMD	iYS1720	LP	4	4.2523494	0.16821694374084473
COIN_CMD	iYS1720	LP	5	4.2523494	0.1691749095916748
COIN_CMD	iYS1720	LP	6	4.2523494	0.16909003257751465
COIN_CMD	iYS1720	LP	7	4.2523494	0.17117977142333984
COIN_CMD	iYS1720	LP	8	4.2523494	0.16896891593933105
COIN_CMD	iYS1720	LP	9	4.2523494	0.1675567626953125
SCIP_CMD	iYS1720	LP	0	4.25233785027884	0.2348480224609375
SCIP_CMD	iYS1720	LP	1	4.25233785027884	0.2362818717956543
SCIP_CMD	iYS1720	LP	2	4.25233785027884	0.23289704322814941
SCIP_CMD	iYS1720	LP	3	4.25233785027884	0.23549914360046387
SCIP_CMD	iYS1720	LP	4	4.25233785027884	0.23430609703063965
SCIP_CMD	iYS1720	LP	5	4.25233785027884	0.23284912109375
SCIP_CMD	iYS1720	LP	6	4.25233785027884	0.23421621322631836
SCIP_CMD	iYS1720	LP	7	4.25233785027884	0.23805713653564453
SCIP_CMD	iYS1720	LP	8	4.25233785027884	0.2361609935760498
SCIP_CMD	iYS1720	LP	9	4.25233785027884	0.23520326614379883
HiGHS_CMD	iYS1720	LP	0	4.2523378502788	0.12539887428283691
HiGHS_CMD	iYS1720	LP	1	4.2523378502788	0.12303590774536133
HiGHS_CMD	iYS1720	LP	2	4.2523378502788	0.12589001655578613
HiGHS_CMD	iYS1720	LP	3	4.2523378502788	0.12199616432189941
HiGHS_CMD	iYS1720	LP	4	4.2523378502788	0.16224098205566406
HiGHS_CMD	iYS1720	LP	5	4.2523378502788	0.12442708015441895
HiGHS_CMD	iYS1720	LP	6	4.2523378502788	0.12649965286254883
HiGHS_CMD	iYS1720	LP	7	4.2523378502788	0.1244966983795166
HiGHS_CMD	iYS1720	LP	8	4.2523378502788	0.12368416786193848
HiGHS_CMD	iYS1720	LP	9	4.2523378502788	0.12338900566101074
CPLEX_PY	iCHOv1	LP	0	3.915873243198781	0.1439521312713623
CPLEX_PY	iCHOv1	LP	1	3.915873243198781	0.14226984977722168
CPLEX_PY	iCHOv1	LP	2	3.915873243198781	0.1448519229888916
CPLEX_PY	iCHOv1	LP	3	3.915873243198781	0.1857008934020996
CPLEX_PY	iCHOv1	LP	4	3.915873243198781	0.1416001319885254
CPLEX_PY	iCHOv1	LP	5	3.915873243198781	0.14103913307189941
CPLEX_PY	iCHOv1	LP	6	3.915873243198781	0.1408529281616211
CPLEX_PY	iCHOv1	LP	7	3.915873243198781	0.14388418197631836
CPLEX_PY	iCHOv1	LP	8	3.915873243198781	0.14238476753234863
CPLEX_PY	iCHOv1	LP	9	3.915873243198781	0.14212918281555176
GUROBI	iCHOv1	LP	0	3.915873243198781	0.11272192001342773
GUROBI	iCHOv1	LP	1	3.915873243198781	0.11230683326721191
GUROBI	iCHOv1	LP	2	3.915873243198781	0.11069989204406738
GUROBI	iCHOv1	LP	3	3.915873243198781	0.11057424545288086
GUROBI	iCHOv1	LP	4	3.915873243198781	0.11130213737487793
GUROBI	iCHOv1	LP	5	3.915873243198781	0.11116719245910645
GUROBI	iCHOv1	LP	6	3.915873243198781	0.111480712890625
GUROBI	iCHOv1	LP	7	3.915873243198781	0.11108708381652832
GUROBI	iCHOv1	LP	8	3.915873243198781	0.11084389686584473
GUROBI	iCHOv1	LP	9	3.915873243198781	0.1110379695892334
GLPK_CMD	iCHOv1	LP	0	3.91587	0.19545817375183105
GLPK_CMD	iCHOv1	LP	1	3.91587	0.18420791625976562
GLPK_CMD	iCHOv1	LP	2	3.91587	0.184783935546875
GLPK_CMD	iCHOv1	LP	3	3.91587	0.18472766876220703
GLPK_CMD	iCHOv1	LP	4	3.91587	0.18325304985046387
GLPK_CMD	iCHOv1	LP	5	3.91587	0.1852560043334961
GLPK_CMD	iCHOv1	LP	6	3.91587	0.18442320823669434
GLPK_CMD	iCHOv1	LP	7	3.91587	0.18394207954406738
GLPK_CMD	iCHOv1	LP	8	3.91587	0.23415493965148926
GLPK_CMD	iCHOv1	LP	9	3.91587	0.18476104736328125
COIN_CMD	iCHOv1	LP	0	3.9158732	0.47281789779663086
COIN_CMD	iCHOv1	LP	1	3.9158732	0.470858097076416
COIN_CMD	iCHOv1	LP	2	3.9158732	0.4725351333618164
COIN_CMD	iCHOv1	LP	3	3.9158732	0.47785305976867676
COIN_CMD	iCHOv1	LP	4	3.9158732	0.4685490131378174
COIN_CMD	iCHOv1	LP	5	3.9158732	0.47129201889038086
COIN_CMD	iCHOv1	LP	6	3.9158732	0.4715437889099121
COIN_CMD	iCHOv1	LP	7	3.9158732	0.46996307373046875
COIN_CMD	iCHOv1	LP	8	3.9158732	0.4691047668457031
COIN_CMD	iCHOv1	LP	9	3.9158732	0.47145915031433105
SCIP_CMD	iCHOv1	LP	0	3.91587324319878	0.36149024963378906
SCIP_CMD	iCHOv1	LP	1	3.91587324319878	0.3658449649810791
SCIP_CMD	iCHOv1	LP	2	3.91587324319878	0.3600912094116211
SCIP_CMD	iCHOv1	LP	3	3.91587324319878	0.3567337989807129
SCIP_CMD	iCHOv1	LP	4	3.91587324319878	0.3601841926574707
SCIP_CMD	iCHOv1	LP	5	3.91587324319878	0.36234402656555176
SCIP_CMD	iCHOv1	LP	6	3.91587324319878	0.3657798767089844
SCIP_CMD	iCHOv1	LP	7	3.91587324319878	0.36493992805480957
SCIP_CMD	iCHOv1	LP	8	3.91587324319878	0.36321210861206055
SCIP_CMD	iCHOv1	LP	9	3.91587324319878	0.3620789051055908
HiGHS_CMD	iCHOv1	LP	0	3.9158732431988	0.2915318012237549
HiGHS_CMD	iCHOv1	LP	1	3.9158732431988	0.2498941421508789
HiGHS_CMD	iCHOv1	LP	2	3.9158732431988	0.23880672454833984
HiGHS_CMD	iCHOv1	LP	3	3.9158732431988	0.24380111694335938
HiGHS_CMD	iCHOv1	LP	4	3.9158732431988	0.24587297439575195
HiGHS_CMD	iCHOv1	LP	5	3.9158732431988	0.24398589134216309
HiGHS_CMD	iCHOv1	LP	6	3.9158732431988	0.24323034286499023
HiGHS_CMD	iCHOv1	LP	7	3.9158732431988	0.2399430274963379
HiGHS_CMD	iCHOv1	LP	8	3.9158732431988	0.24245500564575195
HiGHS_CMD	iCHOv1	LP	9	3.9158732431988	0.24412083625793457
CPLEX_PY	Recon3D	LP	0	43.28239133966799	0.26125168800354004
CPLEX_PY	Recon3D	LP	1	43.28239133966799	0.26426196098327637
CPLEX_PY	Recon3D	LP	2	43.28239133966799	0.26604318618774414
CPLEX_PY	Recon3D	LP	3	43.28239133966799	0.33255910873413086
CPLEX_PY	Recon3D	LP	4	43.28239133966799	0.2605550289154053
CPLEX_PY	Recon3D	LP	5	43.28239133966799	0.2624399662017822
CPLEX_PY	Recon3D	LP	6	43.28239133966799	0.26016998291015625
CPLEX_PY	Recon3D	LP	7	43.28239133966799	0.2601139545440674
CPLEX_PY	Recon3D	LP	8	43.28239133966799	0.33196187019348145
CPLEX_PY	Recon3D	LP	9	43.28239133966799	0.2620363235473633
GUROBI	Recon3D	LP	0	43.282391339667946	0.19424796104431152
GUROBI	Recon3D	LP	1	43.282391339667946	0.2677609920501709
GUROBI	Recon3D	LP	2	43.282391339667946	0.18740391731262207
GUROBI	Recon3D	LP	3	43.282391339667946	0.18592619895935059
GUROBI	Recon3D	LP	4	43.282391339667946	0.1899409294128418
GUROBI	Recon3D	LP	5	43.282391339667946	0.1876358985900879
GUROBI	Recon3D	LP	6	43.282391339667946	0.2767469882965088
GUROBI	Recon3D	LP	7	43.282391339667946	0.2041769027709961
GUROBI	Recon3D	LP	8	43.282391339667946	0.2622871398925781
GUROBI	Recon3D	LP	9	43.282391339667946	0.20033693313598633
GLPK_CMD	Recon3D	LP	0	43.2824	0.5070037841796875
GLPK_CMD	Recon3D	LP	1	43.2824	0.4977431297302246
GLPK_CMD	Recon3D	LP	2	43.2824	0.48592090606689453
GLPK_CMD	Recon3D	LP	3	43.2824	0.5010628700256348
GLPK_CMD	Recon3D	LP	4	43.2824	0.49837422370910645
GLPK_CMD	Recon3D	LP	5	43.2824	0.4883460998535156
GLPK_CMD	Recon3D	LP	6	43.2824	0.4888730049133301
GLPK_CMD	Recon3D	LP	7	43.2824	0.49901509284973145
GLPK_CMD	Recon3D	LP	8	43.2824	0.5040900707244873
GLPK_CMD	Recon3D	LP	9	43.2824	0.48725295066833496
COIN_CMD	Recon3D	LP	0	43.282459	1.3049969673156738
