interface	model	test	replicate	value	time
COIN_CMD	Recon3D	LP	1	43.282459	1.4428160190582275
COIN_CMD	Recon3D	LP	2	43.282459	1.3169810771942139
COIN_CMD	Recon3D	LP	3	43.282459	1.3268029689788818
COIN_CMD	Recon3D	LP	4	43.282459	1.296133279800415
COIN_CMD	Recon3D	LP	5	43.282459	1.3152692317962646
COIN_CMD	Recon3D	LP	6	43.282459	1.3280119895935059
COIN_CMD	Recon3D	LP	7	43.282459	1.3055429458618164
COIN_CMD	Recon3D	LP	8	43.282459	1.3034372329711914
COIN_CMD	Recon3D	LP	9	43.282459	1.301781177520752
SCIP_CMD	Recon3D	LP	0	43.282391339668	0.6312079429626465
SCIP_CMD	Recon3D	LP	1	43.282391339668	0.6295738220214844
SCIP_CMD	Recon3D	LP	2	43.282391339668	0.65134596824646
SCIP_CMD	Recon3D	LP	3	43.282391339668	0.6339428424835205
SCIP_CMD	Recon3D	LP	4	43.282391339668	0.6432440280914307
SCIP_CMD	Recon3D	LP	5	43.282391339668	0.6395969390869141
SCIP_CMD	Recon3D	LP	6	43.282391339668	0.6353919506072998
SCIP_CMD	Recon3D	LP	7	43.282391339668	0.6312429904937744
SCIP_CMD	Recon3D	LP	8	43.282391339668	0.6280291080474854
SCIP_CMD	Recon3D	LP	9	43.282391339668	0.6352348327636719
HiGHS_CMD	Recon3D	LP	0	43.2823913396682	0.4105830192565918
HiGHS_CMD	Recon3D	LP	1	43.2823913396682	0.3958170413970947
HiGHS_CMD	Recon3D	LP	2	43.2823913396682	0.39812779426574707
HiGHS_CMD	Recon3D	LP	3	43.2823913396682	0.3952181339263916
HiGHS_CMD	Recon3D	LP	4	43.2823913396682	0.4060518741607666
HiGHS_CMD	Recon3D	LP	5	43.2823913396682	0.39669203758239746
HiGHS_CMD	Recon3D	LP	6	43.2823913396682	0.3918168544769287
HiGHS_CMD	Recon3D	LP	7	43.2823913396682	0.39327287673950195
HiGHS_CMD	Recon3D	LP	8	43.2823913396682	0.39458394050598145
HiGHS_CMD	Recon3D	LP	9	43.2823913396682	0.3905298709869385
