interface,size,rep,time,value,rel
GUROBI,7,2,0.20969295501708984,52.9020449594404,0.029956136431012834
SCIP_CMD,7,2,1.0672111511230469,52.9020449595644,0.15245873587472097
HiGHS_CMD,7,2,0.6340217590332031,52.9020449594524,0.0905745370047433
GLPK_CMD,7,2,0.5774412155151367,52.902,0.0824916022164481
COIN_CMD,7,2,3.945481300354004,52.902045,0.5636401857648577
CPLEX_PY,7,3,1.415238857269287,52.902044959440396,0.20217697960989817
GUROBI,7,3,0.2025899887084961,52.902044959440396,0.028941426958356584
SCIP_CMD,7,3,0.9311840534210205,52.9020449595644,0.13302629334586008
HiGHS_CMD,7,3,0.607839822769165,52.9020449594524,0.08683426039559501
GLPK_CMD,7,3,0.6169469356536865,52.902,0.08813527652195521
COIN_CMD,7,3,0.8260178565979004,52.902045,0.1180025509425572
CPLEX_PY,7,4,39.930182218551636,52.9020449594404,5.704311745507376
GUROBI,7,4,0.1902782917022705,52.902044959440396,0.027182613100324358
SCIP_CMD,7,4,0.7361149787902832,52.9020449595643,0.10515928268432617
HiGHS_CMD,7,4,0.5659189224243164,52.9020449594524,0.08084556034633092
GLPK_CMD,7,4,0.5087432861328125,52.902,0.0726776123046875
COIN_CMD,7,4,2.8099069595336914,52.902045,0.4014152799333845
CPLEX_PY,7,5,29.046905994415283,52.902044959440445,4.149557999202183
GUROBI,7,5,0.2353980541229248,52.9020449594404,0.033628293446132114
SCIP_CMD,7,5,1.113745927810669,52.9020449595644,0.15910656111580984
HiGHS_CMD,7,5,0.9138879776000977,52.9020449594524,0.13055542537144252
GLPK_CMD,7,5,0.6790332794189453,52.902,0.09700475420270648
COIN_CMD,7,5,1.5156011581420898,52.902045,0.21651445116315568
CPLEX_PY,7,6,42.581361055374146,52.902044959440396,6.0830515793391635
GUROBI,7,6,0.2133641242980957,52.9020449594404,0.030480589185442244
SCIP_CMD,7,6,0.9639968872070312,52.9020449595644,0.1377138410295759
HiGHS_CMD,7,6,0.6094663143157959,52.9020449594524,0.08706661633082799
GLPK_CMD,7,6,0.7435002326965332,52.902,0.1062143189566476
COIN_CMD,7,6,0.8443939685821533,52.902045,0.12062770979745048
CPLEX_PY,7,7,12.532804012298584,52.90204495944039,1.790400573185512
GUROBI,7,7,0.20592570304870605,52.9020449594404,0.02941795757838658
SCIP_CMD,7,7,0.8114097118377686,52.9020449595644,0.11591567311968122
HiGHS_CMD,7,7,0.5951950550079346,52.9020449594524,0.0850278650011335
GLPK_CMD,7,7,0.54610276222229,52.902,0.07801468031747001
COIN_CMD,7,7,0.9948039054870605,52.902045,0.14211484364100865
CPLEX_PY,7,8,21.75873303413391,52.902044959440396,3.1083904334477017
GUROBI,7,8,0.2121741771697998,52.9020449594404,0.03031059673854283
SCIP_CMD,7,8,1.0748591423034668,52.9020449595644,0.1535513060433524
HiGHS_CMD,7,8,0.7207212448120117,52.9020449594524,0.1029601778302874
GLPK_CMD,7,8,0.664017915725708,52.902,0.09485970224652972
COIN_CMD,7,8,0.9849672317504883,52.902045,0.14070960453578404
CPLEX_PY,7,9,56.08760905265808,52.90204495944039,8.012515578951154
GUROBI,7,9,0.2277688980102539,52.9020449594404,0.032538414001464844
SCIP_CMD,7,9,1.1230669021606445,52.9020449595644,0.16043812888009207
HiGHS_CMD,7,9,0.685309886932373,52.9020449594524,0.09790141241891044
GLPK_CMD,7,9,0.6862988471984863,52.902,0.09804269245692662
COIN_CMD,7,9,1.275649070739746,52.902045,0.18223558153424943
CPLEX_PY,8,0,3.726810932159424,52.902044959440396,0.465851366519928
GUROBI,8,0,0.26356005668640137,52.902044959440396,0.03294500708580017
SCIP_CMD,8,0,1.2718019485473633,52.9020449595644,0.1589752435684204
HiGHS_CMD,8,0,1.0699279308319092,52.9020449594524,0.13374099135398865
GLPK_CMD,8,0,0.9671807289123535,52.902,0.12089759111404419
COIN_CMD,8,0,3.9997622966766357,52.902045,0.49997028708457947
CPLEX_PY,8,1,81.75725388526917,52.902044959440396,10.219656735658646
GUROBI,8,1,0.21615219116210938,52.9020449594404,0.027019023895263672
SCIP_CMD,8,1,0.981511116027832,52.9020449595644,0.122688889503479
HiGHS_CMD,8,1,0.6873888969421387,52.9020449594524,0.08592361211776733
GLPK_CMD,8,1,0.6554031372070312,52.902,0.0819253921508789
COIN_CMD,8,1,1.1437358856201172,52.902045,0.14296698570251465
CPLEX_PY,8,2,24.78658103942871,52.90204495944045,3.098322629928589
GUROBI,8,2,0.24705219268798828,52.902044959440396,0.030881524085998535
SCIP_CMD,8,2,1.26509690284729,52.9020449595644,0.15813711285591125
HiGHS_CMD,8,2,0.8039588928222656,52.9020449594524,0.1004948616027832
GLPK_CMD,8,2,0.9000859260559082,52.902,0.11251074075698853
COIN_CMD,8,2,1.7105748653411865,52.902045,0.21382185816764832
CPLEX_PY,8,3,40.83630895614624,52.902044959440396,5.10453861951828
GUROBI,8,3,0.24785995483398438,52.9020449594404,0.030982494354248047
SCIP_CMD,8,3,1.4121100902557373,52.9020449595644,0.17651376128196716
HiGHS_CMD,8,3,0.9988160133361816,52.9020449594524,0.1248520016670227
GLPK_CMD,8,3,0.8182158470153809,52.902,0.10227698087692261
COIN_CMD,8,3,1.950624942779541,52.902045,0.24382811784744263
CPLEX_PY,8,4,35.13496398925781,52.902044959440396,4.391870498657227
GUROBI,8,4,0.18490195274353027,52.9020449594404,0.023112744092941284
SCIP_CMD,8,4,0.8452551364898682,52.9020449595644,0.10565689206123352
HiGHS_CMD,8,4,0.5426099300384521,52.9020449594524,0.06782624125480652
GLPK_CMD,8,4,0.5218839645385742,52.902,0.06523549556732178
COIN_CMD,8,4,0.6994121074676514,52.902045,0.08742651343345642
CPLEX_PY,8,5,43.11184597015381,52.902044959440396,5.388980746269226
GUROBI,8,5,0.2541179656982422,52.9020449594404,0.03176474571228027
SCIP_CMD,8,5,1.2359941005706787,52.9020449595644,0.15449926257133484
HiGHS_CMD,8,5,0.7214829921722412,52.9020449594524,0.09018537402153015
GLPK_CMD,8,5,0.9564931392669678,52.902,0.11956164240837097
COIN_CMD,8,5,1.5745761394500732,52.902045,0.19682201743125916
CPLEX_PY,8,6,60.54191493988037,52.902044959440396,7.567739367485046
GUROBI,8,6,0.2261030673980713,52.9020449594404,0.02826288342475891
SCIP_CMD,8,6,1.2635161876678467,52.9020449595644,0.15793952345848083
HiGHS_CMD,8,6,0.8674161434173584,52.9020449594524,0.1084270179271698
GLPK_CMD,8,6,0.7098197937011719,52.902,0.08872747421264648
COIN_CMD,8,6,1.5748412609100342,52.902045,0.19685515761375427
CPLEX_PY,8,7,58.40604591369629,52.9020449594404,7.300755739212036
GUROBI,8,7,0.2095019817352295,52.902044959440396,0.026187747716903687
SCIP_CMD,8,7,1.0914108753204346,52.9020449595644,0.13642635941505432
HiGHS_CMD,8,7,0.7583742141723633,52.9020449594524,0.09479677677154541
GLPK_CMD,8,7,0.6578011512756348,52.902,0.08222514390945435
COIN_CMD,8,7,1.1231720447540283,52.902045,0.14039650559425354
CPLEX_PY,8,8,51.56417894363403,52.9020449594404,6.445522367954254
GUROBI,8,8,0.22777915000915527,52.9020449594404,0.02847239375114441
SCIP_CMD,8,8,1.1527581214904785,52.9020449595644,0.14409476518630981
HiGHS_CMD,8,8,0.715735912322998,52.9020449594524,0.08946698904037476
GLPK_CMD,8,8,0.6388921737670898,52.902,0.07986152172088623
COIN_CMD,8,8,2.207789897918701,52.902045,0.27597373723983765
CPLEX_PY,8,9,17.91810703277588,52.902044959440396,2.239763379096985
GUROBI,8,9,0.2314438819885254,52.902044959440396,0.028930485248565674
SCIP_CMD,8,9,1.1067521572113037,52.9020449595644,0.13834401965141296
HiGHS_CMD,8,9,2.8449342250823975,52.9020449594524,0.3556167781352997
GLPK_CMD,8,9,0.7745678424835205,52.902,0.09682098031044006
COIN_CMD,8,9,1.7386181354522705,52.902045,0.2173272669315338
CPLEX_PY,9,0,24.81462597846985,52.902044959440396,2.7571806642744274
GUROBI,9,0,0.26512789726257324,52.9020449594404,0.02945865525139703
SCIP_CMD,9,0,1.2573697566986084,52.9020449595644,0.13970775074428982
HiGHS_CMD,9,0,0.7877120971679688,52.9020449594524,0.08752356635199653
GLPK_CMD,9,0,0.7844951152801514,52.902,0.08716612392001682
COIN_CMD,9,0,1.5283868312835693,52.902045,0.1698207590315077
CPLEX_PY,9,1,46.442697286605835,52.902044959440396,5.16029969851176
GUROBI,9,1,0.26647090911865234,52.9020449594404,0.02960787879096137
SCIP_CMD,9,1,1.4471979141235352,52.9020449595644,0.16079976823594835
HiGHS_CMD,9,1,0.9743869304656982,52.9020449594524,0.1082652144961887
GLPK_CMD,9,1,1.005695104598999,52.902,0.11174390051099989
COIN_CMD,9,1,3.767335891723633,52.902045,0.4185928768581814
CPLEX_PY,9,2,86.00603699684143,52.902044959440396,9.556226332982382
GUROBI,9,2,0.283627986907959,52.902044959440396,0.031514220767551
SCIP_CMD,9,2,1.519758939743042,52.9020449595644,0.16886210441589355
HiGHS_CMD,9,2,0.952965259552002,52.9020449594524,0.10588502883911133
GLPK_CMD,9,2,0.760526180267334,52.902,0.08450290891859266
COIN_CMD,9,2,3.5516459941864014,52.902045,0.39462733268737793
CPLEX_PY,9,3,82.61911129951477,52.9020449594404,9.17990125550164
GUROBI,9,3,0.24614191055297852,52.902044959440396,0.027349101172553167
SCIP_CMD,9,3,1.2872099876403809,52.9020449595644,0.14302333196004233
HiGHS_CMD,9,3,1.1018009185791016,52.9020449594524,0.12242232428656684
GLPK_CMD,9,3,0.7655200958251953,52.902,0.08505778842502171
COIN_CMD,9,3,2.0234289169311523,52.902045,0.2248254352145725
CPLEX_PY,9,4,42.00066876411438,52.902044959440396,4.666740973790486
GUROBI,9,4,0.27570676803588867,52.9020449594404,0.030634085337320965
SCIP_CMD,9,4,1.2755069732666016,52.9020449595644,0.1417229970296224
HiGHS_CMD,9,4,0.921485185623169,52.9020449594524,0.10238724284701878
GLPK_CMD,9,4,0.7422459125518799,52.902,0.08247176806131999
COIN_CMD,9,4,1.6880691051483154,52.902045,0.1875632339053684
CPLEX_PY,9,5,66.55672597885132,52.9020449594404,7.395191775427924
GUROBI,9,5,0.2677879333496094,52.902044959440396,0.029754214816623263
SCIP_CMD,9,5,1.6955609321594238,52.9020449595644,0.18839565912882486
HiGHS_CMD,9,5,1.1784718036651611,52.9020449594524,0.13094131151835123
GLPK_CMD,9,5,0.9792900085449219,52.902,0.10881000094943577
COIN_CMD,9,5,1.5840682983398438,52.902045,0.1760075887044271
CPLEX_PY,9,6,83.19174718856812,52.902044959440396,9.243527465396458
GUROBI,9,6,0.25360679626464844,52.902044959440396,0.02817853291829427
SCIP_CMD,9,6,1.3952891826629639,52.9020449595644,0.15503213140699598
HiGHS_CMD,9,6,0.8666119575500488,52.9020449594524,0.09629021750556098
GLPK_CMD,9,6,0.9517760276794434,52.902,0.10575289196438259
CPLEX_PY,9,7,67.80948519706726,52.9020449594404,7.534387244118585
GUROBI,9,7,0.2781050205230713,52.902044959440396,0.03090055783589681
SCIP_CMD,9,7,1.242084264755249,52.9020449595644,0.13800936275058323
HiGHS_CMD,9,7,1.128866195678711,52.9020449594524,0.12542957729763454
GLPK_CMD,9,7,1.079759120941162,52.902,0.11997323566012913
COIN_CMD,9,7,4.86058497428894,52.902045,0.5400649971432157
CPLEX_PY,9,8,28.483253002166748,52.902044959440396,3.1648058891296387
GUROBI,9,8,0.2901451587677002,52.902044959440396,0.03223835097418891
SCIP_CMD,9,8,1.3388900756835938,52.9020449595644,0.14876556396484375
HiGHS_CMD,9,8,1.17569899559021,52.9020449594524,0.13063322173224556
GLPK_CMD,9,8,1.0800418853759766,52.902,0.12000465393066406
COIN_CMD,9,8,4.83356499671936,52.902045,0.5370627774132622
CPLEX_PY,9,9,47.991761207580566,52.902044959440396,5.332417911953396
GUROBI,9,9,0.294741153717041,52.9020449594404,0.032749017079671226
SCIP_CMD,9,9,1.306847095489502,52.9020449595644,0.14520523283216688
HiGHS_CMD,9,9,0.958928108215332,52.9020449594524,0.10654756757948133
GLPK_CMD,9,9,0.947314977645874,52.902,0.10525721973843044
COIN_CMD,9,9,3.544165849685669,52.902045,0.3937962055206299
CPLEX_PY,10,0,106.66632080078125,52.9020449594404,10.666632080078125
GUROBI,10,0,0.32188892364501953,52.9020449594404,0.03218889236450195
SCIP_CMD,10,0,1.5668058395385742,52.9020449595644,0.15668058395385742
HiGHS_CMD,10,0,1.4296209812164307,52.9020449594525,0.14296209812164307
GLPK_CMD,10,0,1.1036338806152344,52.902,0.11036338806152343
COIN_CMD,10,0,2.5012309551239014,52.902045,0.25012309551239015
CPLEX_PY,10,1,113.4861011505127,40.48721695479611,11.348610115051269
GUROBI,10,1,0.31548190116882324,40.48721695479615,0.03154819011688233
SCIP_CMD,10,1,1.5227460861206055,40.4872169547686,0.15227460861206055
HiGHS_CMD,10,1,0.8978292942047119,40.487216954791,0.0897829294204712
GLPK_CMD,10,1,1.347562313079834,40.4872,0.1347562313079834
COIN_CMD,10,1,7.375071048736572,40.487217,0.7375071048736572
CPLEX_PY,10,2,69.68404293060303,52.90204495944041,6.968404293060303
GUROBI,10,2,0.31328272819519043,52.9020449594404,0.03132827281951904
SCIP_CMD,10,2,1.729231834411621,52.9020449595644,0.17292318344116211
HiGHS_CMD,10,2,1.0682249069213867,52.9020449594524,0.10682249069213867
GLPK_CMD,10,2,1.2254741191864014,52.902,0.12254741191864013
COIN_CMD,10,2,51.75282096862793,52.902045,5.175282096862793
CPLEX_PY,10,3,31.12953495979309,52.9020449594404,3.1129534959793093
GUROBI,10,3,0.2935638427734375,52.90204495944039,0.02935638427734375
SCIP_CMD,10,3,1.7166640758514404,52.9020449595644,0.17166640758514404
HiGHS_CMD,10,3,1.0049211978912354,52.9020449594524,0.10049211978912354
GLPK_CMD,10,3,0.9780561923980713,52.902,0.09780561923980713
COIN_CMD,10,3,32.74672794342041,52.902045,3.274672794342041
CPLEX_PY,10,4,53.70819687843323,52.90204495944039,5.370819687843323
GUROBI,10,4,0.28431105613708496,52.9020449594404,0.028431105613708495
SCIP_CMD,10,4,1.3298521041870117,52.9020449595644,0.13298521041870118
HiGHS_CMD,10,4,1.2383480072021484,52.9020449594525,0.12383480072021484
GLPK_CMD,10,4,1.225938081741333,52.902,0.1225938081741333
COIN_CMD,10,4,4.750832796096802,52.902045,0.47508327960968016
CPLEX_PY,10,5,16.6925208568573,52.9020449594404,1.66925208568573
GUROBI,10,5,0.2724039554595947,52.9020449594404,0.027240395545959473
SCIP_CMD,10,5,1.2735092639923096,52.9020449595644,0.12735092639923096
HiGHS_CMD,10,5,0.9248430728912354,52.9020449594524,0.09248430728912353
GLPK_CMD,10,5,0.9461500644683838,52.902,0.09461500644683837
COIN_CMD,10,5,1.6776390075683594,52.902045,0.16776390075683595
CPLEX_PY,10,6,55.676573038101196,52.9020449594404,5.56765730381012
GUROBI,10,6,0.2724332809448242,52.9020449594404,0.027243328094482423
SCIP_CMD,10,6,1.530151128768921,52.9020449595644,0.1530151128768921
HiGHS_CMD,10,6,1.1771619319915771,52.9020449594524,0.11771619319915771
GLPK_CMD,10,6,0.8437380790710449,52.902,0.0843738079071045
COIN_CMD,10,6,34.09374809265137,52.902045,3.409374809265137
CPLEX_PY,10,7,34.63676905632019,52.902044959440396,3.463676905632019
GUROBI,10,7,0.3527657985687256,52.90204495944039,0.03527657985687256
SCIP_CMD,10,7,1.463090181350708,52.9020449595644,0.1463090181350708
HiGHS_CMD,10,7,0.9588868618011475,52.9020449594525,0.09588868618011474
GLPK_CMD,10,7,1.3465840816497803,52.902,0.13465840816497804
COIN_CMD,10,7,3.408601999282837,52.902045,0.3408601999282837
CPLEX_PY,10,8,11.407876014709473,52.902044959440396,1.1407876014709473
GUROBI,10,8,0.3037590980529785,52.90204495944057,0.030375909805297852
SCIP_CMD,10,8,1.8185908794403076,52.9020449595644,0.18185908794403077
HiGHS_CMD,10,8,1.5940568447113037,52.9020449594524,0.15940568447113038
GLPK_CMD,10,8,0.994704008102417,52.902,0.0994704008102417
COIN_CMD,10,8,2.278839111328125,52.902045,0.2278839111328125
CPLEX_PY,10,9,80.42478489875793,52.9020449594404,8.042478489875794
GUROBI,10,9,0.2883477210998535,52.9020449594404,0.028834772109985352
SCIP_CMD,10,9,1.2792279720306396,52.9020449595644,0.12792279720306396
HiGHS_CMD,10,9,1.1073861122131348,52.9020449594524,0.11073861122131348
GLPK_CMD,10,9,0.9981019496917725,52.902,0.09981019496917724
COIN_CMD,10,9,1.6440722942352295,52.902045,0.16440722942352295
CPLEX_PY,11,0,80.54585599899292,52.90204495944039,7.322350545362993
GUROBI,11,0,0.33007121086120605,52.90204495944039,0.030006473714655094
SCIP_CMD,11,0,2.0098717212677,52.9020449595644,0.1827156110243364
HiGHS_CMD,11,0,1.1080868244171143,52.9020449594524,0.1007351658561013
GLPK_CMD,11,0,1.1958661079406738,52.902,0.10871510072187944
COIN_CMD,11,0,10.57548213005066,52.902045,0.9614074663682417
CPLEX_PY,11,1,125.36927795410156,52.902044959440396,11.397207086736506
GUROBI,11,1,0.2955777645111084,52.9020449594404,0.026870705864646217
SCIP_CMD,11,1,1.5350661277770996,52.9020449595644,0.1395514661615545
HiGHS_CMD,11,1,1.0191528797149658,52.9020449594524,0.09265026179226962
GLPK_CMD,11,1,1.1728661060333252,52.902,0.10662419145757501
CPLEX_PY,11,2,76.77307200431824,52.9020449594404,6.979370182210749
GUROBI,11,2,0.3043649196624756,52.9020449594404,0.027669538151134144
SCIP_CMD,11,2,1.5729649066925049,52.9020449595644,0.14299680969931863
HiGHS_CMD,11,2,1.060439109802246,52.9020449594524,0.09640355543656783
GLPK_CMD,11,2,1.1326141357421875,52.902,0.10296492143110796
COIN_CMD,11,2,2.3068020343780518,52.902045,0.20970927585255017
CPLEX_PY,11,3,44.993064165115356,52.902044959440396,4.090278560465032
GUROBI,11,3,0.29709815979003906,52.902044959440396,0.02700892361727628
SCIP_CMD,11,3,1.998837947845459,52.9020449595644,0.18171254071322354
HiGHS_CMD,11,3,1.4771559238433838,52.9020449594524,0.13428690216758035
GLPK_CMD,11,3,1.239025354385376,52.902,0.11263866858048872
COIN_CMD,11,3,8.349812030792236,52.902045,0.7590738209811124
CPLEX_PY,11,4,117.3765230178833,52.902044959440396,10.670593001625754
GUROBI,11,4,0.32677483558654785,52.902044959440396,0.029706803235140713
SCIP_CMD,11,4,1.9185490608215332,52.9020449595644,0.17441355098377576
HiGHS_CMD,11,4,1.218932867050171,52.9020449594524,0.11081207882274281
GLPK_CMD,11,4,1.2440850734710693,52.902,0.11309864304282448
COIN_CMD,11,4,8.271408796310425,52.902045,0.7519462542100386
CPLEX_PY,11,5,53.14804410934448,52.902044959440396,4.8316403735767715
GUROBI,11,5,0.34784483909606934,52.902044959440396,0.03162225809964267
SCIP_CMD,11,5,1.69423508644104,52.9020449595644,0.15402137149464
HiGHS_CMD,11,5,1.5163917541503906,52.9020449594524,0.1378537958318537
GLPK_CMD,11,5,1.4833018779754639,52.902,0.1348456252704967
COIN_CMD,11,5,2.5419771671295166,52.902045,0.2310888333754106
CPLEX_PY,11,6,153.61413502693176,52.902044959440396,13.964921366084706
GUROBI,11,6,0.32255101203918457,52.9020449594404,0.029322819276289505
SCIP_CMD,11,6,1.70859694480896,52.9020449595644,0.15532699498263272
HiGHS_CMD,11,6,1.0642809867858887,52.9020449594524,0.09675281698053534
GLPK_CMD,11,6,1.3891172409057617,52.902,0.12628338553688742
COIN_CMD,11,6,2.229008913040161,52.902045,0.2026371739127419
CPLEX_PY,11,7,83.85738182067871,52.9020449594404,7.623398347334429
GUROBI,11,7,0.2915310859680176,52.90204495944041,0.026502825997092506
SCIP_CMD,11,7,1.630275011062622,52.9020449595644,0.1482068191875111
HiGHS_CMD,11,7,1.2766952514648438,52.9020449594524,0.11606320467862216
GLPK_CMD,11,7,0.8287167549133301,52.902,0.07533788681030273
COIN_CMD,11,7,4.097545146942139,52.902045,0.37250410426746716
CPLEX_PY,11,8,146.73452496528625,52.9020449594404,13.339502269571478
GUROBI,11,8,0.2909126281738281,52.902044959440396,0.026446602561257103
SCIP_CMD,11,8,1.3292131423950195,52.9020449595644,0.12083755839954723
HiGHS_CMD,11,8,1.1281218528747559,52.9020449594524,0.10255653207952325
GLPK_CMD,11,8,0.9769971370697021,52.902,0.0888179215517911
COIN_CMD,11,8,22.273229122161865,52.902045,2.024839011105624
CPLEX_PY,11,9,103.35862827301025,52.90204495944039,9.396238933910023
GUROBI,11,9,0.32892322540283203,52.9020449594404,0.029902111400257458
SCIP_CMD,11,9,1.6593427658081055,52.9020449595644,0.1508493423461914
HiGHS_CMD,11,9,1.6588170528411865,52.9020449594524,0.15080155025828967
GLPK_CMD,11,9,1.2137858867645264,52.902,0.11034417152404785
CPLEX_PY,12,0,111.18012309074402,52.902044959440396,9.265010257562002
GUROBI,12,0,0.3790860176086426,52.902044959440396,0.03159050146738688
SCIP_CMD,12,0,2.0048367977142334,52.9020449595644,0.16706973314285278
HiGHS_CMD,12,0,1.927847146987915,52.9020449594523,0.16065392891565958
GLPK_CMD,12,0,1.35831618309021,52.902,0.1131930152575175
COIN_CMD,12,0,5.556020021438599,52.902045,0.46300166845321655
CPLEX_PY,12,1,139.4131100177765,52.90204495944053,11.61775916814804
GUROBI,12,1,0.35564398765563965,52.9020449594404,0.029636998971303303
SCIP_CMD,12,1,1.9586150646209717,52.9020449595644,0.16321792205174765
HiGHS_CMD,12,1,1.4477591514587402,52.9020449594524,0.12064659595489502
GLPK_CMD,12,1,1.3284380435943604,52.902,0.11070317029953003
COIN_CMD,12,1,11.979986906051636,52.902045,0.9983322421709696
CPLEX_PY,12,2,147.60815119743347,52.902044959440396,12.30067926645279
GUROBI,12,2,0.3593599796295166,52.9020449594404,0.029946664969126385
SCIP_CMD,12,2,2.2177536487579346,52.9020449595644,0.18481280406316122
HiGHS_CMD,12,2,2.0261270999908447,52.9020449594524,0.16884392499923706
GLPK_CMD,12,2,1.348984956741333,52.902,0.11241541306177776
COIN_CMD,12,2,3.0233452320098877,52.902045,0.251945436000824
CPLEX_PY,12,3,104.8898458480835,52.90204495944041,8.740820487340292
GUROBI,12,3,0.3434281349182129,52.902044959440396,0.028619011243184406
SCIP_CMD,12,3,1.8790359497070312,52.9020449595644,0.1565863291422526
HiGHS_CMD,12,3,1.5903398990631104,52.9020449594525,0.13252832492192587
GLPK_CMD,12,3,1.1942520141601562,52.902,0.09952100118001302
CPLEX_PY,12,4,170.87390804290771,52.90204495944039,14.239492336908976
GUROBI,12,4,0.35021424293518066,52.902044959440396,0.02918452024459839
SCIP_CMD,12,4,2.011945962905884,52.9020449595644,0.16766216357549033
HiGHS_CMD,12,4,1.3464181423187256,52.9020449594524,0.1122015118598938
GLPK_CMD,12,4,1.355281114578247,52.902,0.11294009288152058
COIN_CMD,12,4,3.5798449516296387,52.902045,0.2983204126358032
CPLEX_PY,12,5,120.21132612228394,52.902044959440396,10.017610510190329
GUROBI,12,5,0.3207521438598633,52.902044959440396,0.026729345321655273
SCIP_CMD,12,5,1.7599120140075684,52.9020449595644,0.1466593345006307
HiGHS_CMD,12,5,1.5355420112609863,52.9020449594524,0.12796183427174887
GLPK_CMD,12,5,1.1711831092834473,52.902,0.09759859244028728
COIN_CMD,12,5,268.75287199020386,52.902045,22.396072665850323
CPLEX_PY,12,6,64.8783049583435,52.90204495944039,5.4065254131952925
GUROBI,12,6,0.3660919666290283,52.902044959440396,0.03050766388575236
SCIP_CMD,12,6,2.2245471477508545,52.9020449595644,0.18537892897923788
HiGHS_CMD,12,6,1.6720340251922607,52.9020449594524,0.13933616876602173
GLPK_CMD,12,6,1.3949639797210693,52.902,0.11624699831008911
COIN_CMD,12,6,5.047449111938477,52.902045,0.42062075932820636
CPLEX_PY,12,7,47.65336608886719,52.902044959440396,3.971113840738932
GUROBI,12,7,0.3461768627166748,52.90204495944039,0.028848071893056233
SCIP_CMD,12,7,2.1834299564361572,52.9020449595644,0.18195249636967978
HiGHS_CMD,12,7,1.261944055557251,52.9020449594524,0.10516200462977092
GLPK_CMD,12,7,1.7311248779296875,52.902,0.14426040649414062
COIN_CMD,12,7,3.066041946411133,52.902045,0.25550349553426105
CPLEX_PY,12,8,64.68591403961182,52.90204495944039,5.390492836634318
GUROBI,12,8,0.35194873809814453,52.9020449594404,0.02932906150817871
SCIP_CMD,12,8,1.816843032836914,52.9020449595644,0.15140358606974283
HiGHS_CMD,12,8,2.0199038982391357,52.9020449594525,0.16832532485326132
GLPK_CMD,12,8,1.4924850463867188,52.902,0.12437375386555989
COIN_CMD,12,8,81.92385506629944,52.902045,6.82698792219162
CPLEX_PY,12,9,54.80828309059143,52.9020449594404,4.567356924215953
GUROBI,12,9,0.3434319496154785,52.90204495944039,0.02861932913462321
SCIP_CMD,12,9,1.720991849899292,52.9020449595644,0.14341598749160767
HiGHS_CMD,12,9,1.6830229759216309,52.9020449594524,0.1402519146601359
GLPK_CMD,12,9,1.2190380096435547,52.902,0.10158650080362956
COIN_CMD,12,9,6.493197679519653,52.902045,0.5410998066266378
CPLEX_PY,13,0,151.05507922172546,52.90204495944039,11.619621478594267
GUROBI,13,0,0.3892672061920166,52.90204495944041,0.02994363124553974
SCIP_CMD,13,0,2.111908197402954,52.9020449595644,0.16245447672330415
HiGHS_CMD,13,0,2.0995960235595703,52.9020449594524,0.16150738642765924
GLPK_CMD,13,0,1.5401077270507812,52.902,0.11846982515775241
COIN_CMD,13,0,5.337130784988403,52.902045,0.4105485219221849
CPLEX_PY,13,1,74.7779221534729,52.90204495944041,5.752147857959454
GUROBI,13,1,0.37344813346862793,52.9020449594404,0.028726779497586764
SCIP_CMD,13,1,2.4335179328918457,52.9020449595644,0.1871936871455266
HiGHS_CMD,13,1,1.8540527820587158,52.9020449594524,0.14261944477374738
GLPK_CMD,13,1,1.620265007019043,52.902,0.12463576977069561
COIN_CMD,13,1,4.172126054763794,52.902045,0.3209327734433688
CPLEX_PY,13,2,84.9718120098114,52.90204495944042,6.536293231523954
GUROBI,13,2,0.3890831470489502,52.902044959440396,0.029929472849919245
SCIP_CMD,13,2,1.9534060955047607,52.9020449595644,0.15026200734652007
HiGHS_CMD,13,2,1.4505360126495361,52.9020449594524,0.11157969328073356
GLPK_CMD,13,2,1.544684886932373,52.902,0.11882191437941331
COIN_CMD,13,2,36.82296705245972,52.902045,2.832535927112286
CPLEX_PY,13,3,228.60839200019836,52.90204495944039,17.585260923092182
GUROBI,13,3,0.4462149143218994,52.9020449594404,0.03432422417860765
SCIP_CMD,13,3,2.5204410552978516,52.9020449595644,0.1938800811767578
HiGHS_CMD,13,3,2.2032129764556885,52.9020449594524,0.1694779212658222
GLPK_CMD,13,3,1.5027329921722412,52.902,0.11559484555171086
COIN_CMD,13,3,3.477602005004883,52.902045,0.26750784653883714
CPLEX_PY,13,4,247.3992898464203,52.9020449594404,19.030714603570793
GUROBI,13,4,0.40285801887512207,52.9020449594404,0.03098907837500939
SCIP_CMD,13,4,1.9963369369506836,52.9020449595644,0.1535643797654372
HiGHS_CMD,13,4,1.4914119243621826,52.9020449594524,0.11472399418170635
GLPK_CMD,13,4,1.6766550540924072,52.902,0.12897346569941595
COIN_CMD,13,4,7.895434141159058,52.902045,0.607341087781466
CPLEX_PY,13,5,38.42743515968323,52.902044959440396,2.9559565507448635
GUROBI,13,5,0.3679468631744385,52.9020449594404,0.02830360485957219
SCIP_CMD,13,5,2.0171031951904297,52.9020449595644,0.15516178424541766
HiGHS_CMD,13,5,1.9183099269866943,52.9020449594524,0.14756230207589957
GLPK_CMD,13,5,1.5797197818756104,52.902,0.12151690629812387
COIN_CMD,13,5,85.72112512588501,52.902045,6.593932701991155
CPLEX_PY,13,6,91.90470814704895,52.9020449594404,7.069592934388381
