interface	size	test	rep	time	value
SCIP_CMD	8	LP2	2	4.290382146835327	68619.34637385934
HiGHS_CMD	8	LP2	2	2.7406883239746094	68619.34637354684
GLPK_CMD	8	LP2	2	11.93381118774414	68619.264668649
COIN_CMD	8	LP2	2	5.544502019882202	68619.34641250069
CPLEX_PY	8	LP	3	134.05078601837158	49.31824690328804
GUROBI	8	LP	3	0.29296112060546875	49.31824690328804
SCIP_CMD	8	LP	3	1.21028470993042	49.3182469032513
HiGHS_CMD	8	LP	3	0.7439601421356201	49.3182469032771
GLPK_CMD	8	LP	3	1.1176047325134277	49.3182
COIN_CMD	8	LP	3	1.8431780338287354	
CPLEX_PY	8	LP2	3	218.67161798477173	117036.64403714475
GUROBI	8	LP2	3	0.8862519264221191	117036.64403744608
SCIP_CMD	8	LP2	3	6.55033802986145	
HiGHS_CMD	8	LP2	3	3.435418128967285	117036.64406993442
GLPK_CMD	8	LP2	3	25.960489988327026	116947.18838781773
COIN_CMD	8	LP2	3	1.8212971687316895	
CPLEX_PY	8	LP	4	67.43599915504456	52.9020449594404
GUROBI	8	LP	4	0.2834780216217041	52.9020449594404
SCIP_CMD	8	LP	4	1.0494859218597412	52.9020449595644
HiGHS_CMD	8	LP	4	0.7145500183105469	52.9020449594524
GLPK_CMD	8	LP	4	0.6984109878540039	52.902
COIN_CMD	8	LP	4	1.26239013671875	52.902045
CPLEX_PY	8	LP2	4	83.35223197937012	56252.767940429876
GUROBI	8	LP2	4	1.069739580154419	56252.767940430036
SCIP_CMD	8	LP2	4	4.304348945617676	56252.767940668375
HiGHS_CMD	8	LP2	4	2.4921517372131348	56252.76794044946
GLPK_CMD	8	LP2	4	14.175617933273315	56252.72426238139
COIN_CMD	8	LP2	4	4.261761903762817	56252.767790514474
CPLEX_PY	8	LP	5	75.48308205604553	52.902044959440396
GUROBI	8	LP	5	0.2496199607849121	52.9020449594404
SCIP_CMD	8	LP	5	1.1699199676513672	52.9020449595644
HiGHS_CMD	8	LP	5	0.9770560264587402	52.9020449594524
GLPK_CMD	8	LP	5	0.7732429504394531	52.902
COIN_CMD	8	LP	5	3.0697109699249268	52.902045
CPLEX_PY	8	LP2	5	191.68090081214905	48915.992864331274
GUROBI	8	LP2	5	1.2912940979003906	48915.99286433142
SCIP_CMD	8	LP2	5	5.047146797180176	48915.99286456561
HiGHS_CMD	8	LP2	5	3.1400492191314697	48915.99286434987
GLPK_CMD	8	LP2	5	15.666756868362427	48915.917708151224
COIN_CMD	8	LP2	5	7.051161050796509	48915.992612390015
CPLEX_PY	8	LP	6	92.8315258026123	52.90204495944041
GUROBI	8	LP	6	0.24483609199523926	52.9020449594404
SCIP_CMD	8	LP	6	1.2574892044067383	52.9020449595644
HiGHS_CMD	8	LP	6	1.020592212677002	52.9020449594524
GLPK_CMD	8	LP	6	0.7954070568084717	52.902
COIN_CMD	8	LP	6	2.261530876159668	52.902045
CPLEX_PY	8	LP2	6	91.47970366477966	47343.630116422166
GUROBI	8	LP2	6	1.2286579608917236	47343.63010880442
SCIP_CMD	8	LP2	6	4.956079006195068	47343.63012443522
HiGHS_CMD	8	LP2	6	3.2909631729125977	47343.63008948057
GLPK_CMD	8	LP2	6	22.594614028930664	47343.59019802909
COIN_CMD	8	LP2	6	6.739609003067017	47343.62708749103
CPLEX_PY	8	LP	7	26.802765130996704	52.902044959440396
GUROBI	8	LP	7	0.2234361171722412	52.9020449594404
SCIP_CMD	8	LP	7	1.0036680698394775	52.9020449595644
HiGHS_CMD	8	LP	7	0.9367580413818359	52.9020449594524
GLPK_CMD	8	LP	7	0.7394781112670898	52.902
COIN_CMD	8	LP	7	1.4594802856445312	52.902045
CPLEX_PY	8	LP2	7	96.57737183570862	40522.93482534286
GUROBI	8	LP2	7	1.1009321212768555	40522.93482534299
SCIP_CMD	8	LP2	7	4.542401075363159	40522.93482550507
HiGHS_CMD	8	LP2	7	2.738222122192383	40522.93482535073
GLPK_CMD	8	LP2	7	17.815518140792847	40522.875035105986
COIN_CMD	8	LP2	7	5.599946022033691	40522.934144388615
CPLEX_PY	8	LP	8	47.67487597465515	52.902044959440396
GUROBI	8	LP	8	0.22987771034240723	52.9020449594404
SCIP_CMD	8	LP	8	1.1021790504455566	52.9020449595644
HiGHS_CMD	8	LP	8	0.8151867389678955	52.9020449594524
GLPK_CMD	8	LP	8	0.8050470352172852	52.902
COIN_CMD	8	LP	8	16.684460163116455	52.902045
CPLEX_PY	8	LP2	8	181.65117001533508	47055.12878458918
GUROBI	8	LP2	8	1.3373019695281982	47055.12848418474
SCIP_CMD	8	LP2	8	4.753959894180298	47055.12869682012
HiGHS_CMD	8	LP2	8	2.8042960166931152	47055.128846719614
GLPK_CMD	8	LP2	8	20.063730239868164	47055.068139454015
COIN_CMD	8	LP2	8	23.89718508720398	47055.12863015043
CPLEX_PY	8	LP	9	60.271045207977295	52.902044959440396
GUROBI	8	LP	9	0.21519207954406738	52.9020449594404
SCIP_CMD	8	LP	9	1.0566980838775635	52.9020449595643
HiGHS_CMD	8	LP	9	0.9128248691558838	52.9020449594524
GLPK_CMD	8	LP	9	0.644279956817627	52.902
COIN_CMD	8	LP	9	393.140830039978	52.902045
CPLEX_PY	8	LP2	9	137.90774488449097	46705.55476823098
GUROBI	8	LP2	9	0.96340012550354	46705.55476823098
SCIP_CMD	8	LP2	9	4.092897891998291	46705.554768440146
HiGHS_CMD	8	LP2	9	2.620482921600342	46705.554768249734
GLPK_CMD	8	LP2	9	17.268914937973022	46705.50149760887
COIN_CMD	8	LP2	9	402.9178020954132	46705.55486907047
CPLEX_PY	9	LP	0	49.34621596336365	52.902044959440396
GUROBI	9	LP	0	0.269345760345459	52.9020449594404
SCIP_CMD	9	LP	0	1.4138481616973877	52.9020449595644
HiGHS_CMD	9	LP	0	0.934298038482666	52.9020449594524
GLPK_CMD	9	LP	0	0.8302469253540039	52.902
COIN_CMD	9	LP	0	74.87528085708618	52.902045
CPLEX_PY	9	LP2	0	257.04151797294617	44383.66957716146
GUROBI	9	LP2	0	1.3980607986450195	44383.66957716151
SCIP_CMD	9	LP2	0	6.644649982452393	44383.66957736618
HiGHS_CMD	9	LP2	0	3.1964638233184814	44383.66957717905
GLPK_CMD	9	LP2	0	29.807400941848755	44383.60942306189
COIN_CMD	9	LP2	0	80.8244252204895	44383.66857840126
CPLEX_PY	9	LP	1	61.58863592147827	52.90204495944039
GUROBI	9	LP	1	0.2612318992614746	52.902044959440396
SCIP_CMD	9	LP	1	1.3109629154205322	52.9020449595644
HiGHS_CMD	9	LP	1	0.8395068645477295	52.9020449594524
GLPK_CMD	9	LP	1	0.8260130882263184	52.902
COIN_CMD	9	LP	1	5.187041759490967	52.902045
CPLEX_PY	9	LP2	1	231.79803276062012	42209.74298639994
GUROBI	9	LP2	1	1.3200299739837646	42209.74298639994
SCIP_CMD	9	LP2	1	6.150580883026123	42209.74298659267
HiGHS_CMD	9	LP2	1	3.2246928215026855	42209.74298641594
GLPK_CMD	9	LP2	1	34.10177206993103	42209.669033228405
COIN_CMD	9	LP2	1	11.053813934326172	42209.74234047555
CPLEX_PY	9	LP	2	63.44735908508301	52.902044959440396
GUROBI	9	LP	2	0.24989986419677734	52.9020449594404
SCIP_CMD	9	LP	2	1.2245287895202637	52.9020449595644
HiGHS_CMD	9	LP	2	1.0965561866760254	52.9020449594524
GLPK_CMD	9	LP	2	0.9073078632354736	52.902
COIN_CMD	9	LP	2	37.322930097579956	52.902045
CPLEX_PY	9	LP2	2	148.9907259941101	49653.16550030222
GUROBI	9	LP2	2	1.2904560565948486	49653.1655003022
SCIP_CMD	9	LP2	2	5.504360914230347	49653.1655005477
HiGHS_CMD	9	LP2	2	3.7254769802093506	49653.1655003228
GLPK_CMD	9	LP2	2	19.697758197784424	49653.085583483764
COIN_CMD	9	LP2	2	41.357649087905884	49653.16553383756
CPLEX_PY	9	LP	3	50.41529178619385	52.9020449594404
GUROBI	9	LP	3	0.2221229076385498	52.9020449594404
SCIP_CMD	9	LP	3	1.0036869049072266	52.9020449595644
HiGHS_CMD	9	LP	3	0.7933177947998047	52.9020449594524
GLPK_CMD	9	LP	3	0.7762711048126221	52.902
COIN_CMD	9	LP	3	1.288891077041626	52.902045
CPLEX_PY	9	LP2	3	130.4085419178009	70415.24460782637
GUROBI	9	LP2	3	1.0344798564910889	70415.244607826
SCIP_CMD	9	LP2	3	4.565494060516357	70415.24460831456
HiGHS_CMD	9	LP2	3	2.5932390689849854	70415.24460788528
GLPK_CMD	9	LP2	3	10.730664014816284	70415.1792296661
COIN_CMD	9	LP2	3	4.717585325241089	70415.24431626555
CPLEX_PY	9	LP	4	46.0210907459259	52.902044959440396
GUROBI	9	LP	4	0.26134204864501953	52.9020449594404
SCIP_CMD	9	LP	4	1.6869421005249023	52.9020449595644
HiGHS_CMD	9	LP	4	1.1984398365020752	52.9020449594524
GLPK_CMD	9	LP	4	0.8490700721740723	52.902
COIN_CMD	9	LP	4	1.9751827716827393	
CPLEX_PY	9	LP2	4	95.58217406272888	37649.66132029145
GUROBI	9	LP2	4	1.3831636905670166	37649.66132029157
SCIP_CMD	9	LP2	4	5.882975101470947	37649.66132046727
HiGHS_CMD	9	LP2	4	3.3073551654815674	37649.66132030749
GLPK_CMD	9	LP2	4	23.122350931167603	37649.62440232999
COIN_CMD	9	LP2	4	1.969146728515625	
CPLEX_PY	9	LP	5	137.94320273399353	52.902044959440396
GUROBI	9	LP	5	0.2167339324951172	52.9020449594404
SCIP_CMD	9	LP	5	1.1163580417633057	52.9020449595644
HiGHS_CMD	9	LP	5	0.843278169631958	52.9020449594513
GLPK_CMD	9	LP	5	0.721146821975708	52.902
COIN_CMD	9	LP	5	1.385009765625	52.902045
CPLEX_PY	9	LP2	5	142.75368881225586	47160.71237420768
GUROBI	9	LP2	5	1.0942599773406982	47160.71237420766
SCIP_CMD	9	LP2	5	4.450999021530151	47160.71237441709
HiGHS_CMD	9	LP2	5	2.627286911010742	47160.712374222465
GLPK_CMD	9	LP2	5	23.820889711380005	47160.65743608006
COIN_CMD	9	LP2	5	4.478203058242798	47160.71132344339
CPLEX_PY	9	LP	6	26.47467803955078	52.902044959440396
GUROBI	9	LP	6	0.24430084228515625	52.902044959440396
SCIP_CMD	9	LP	6	1.0255217552185059	52.9020449595644
HiGHS_CMD	9	LP	6	0.7269649505615234	52.9020449594524
GLPK_CMD	9	LP	6	0.816662073135376	52.902
COIN_CMD	9	LP	6	1.7598989009857178	52.902045
CPLEX_PY	9	LP2	6	129.7309229373932	62030.978703786015
GUROBI	9	LP2	6	1.0874528884887695	62030.97870378509
SCIP_CMD	9	LP2	6	4.378151893615723	62030.97870414981
HiGHS_CMD	9	LP2	6	2.6592118740081787	62030.9787038268
GLPK_CMD	9	LP2	6	14.251908302307129	62030.90108534698
COIN_CMD	9	LP2	6	5.17368483543396	62030.97873157688
CPLEX_PY	9	LP	7	62.39826416969299	52.902044959440396
GUROBI	9	LP	7	0.2870619297027588	52.9020449594404
SCIP_CMD	9	LP	7	1.2572810649871826	52.9020449595644
HiGHS_CMD	9	LP	7	0.911719799041748	52.9020449594524
GLPK_CMD	9	LP	7	0.8455607891082764	52.902
COIN_CMD	9	LP	7	2.0274600982666016	52.902045
CPLEX_PY	9	LP2	7	96.94732689857483	54897.800096531784
GUROBI	9	LP2	7	1.2938859462738037	54897.800096531835
SCIP_CMD	9	LP2	7	6.0503151416778564	54897.800096861356
HiGHS_CMD	9	LP2	7	3.251070022583008	54897.80009656452
GLPK_CMD	9	LP2	7	29.18845820426941	54897.72427380358
COIN_CMD	9	LP2	7	6.707744836807251	54897.80022422501
CPLEX_PY	9	LP	8	3.3211841583251953	52.902044959440396
GUROBI	9	LP	8	0.29472780227661133	52.90204495944039
SCIP_CMD	9	LP	8	1.3815510272979736	52.9020449595644
HiGHS_CMD	9	LP	8	1.191352128982544	52.9020449594524
GLPK_CMD	9	LP	8	1.0475690364837646	52.902
COIN_CMD	9	LP	8	1.900792121887207	52.902045
CPLEX_PY	9	LP2	8	98.83822107315063	38711.189515278435
GUROBI	9	LP2	8	1.4678301811218262	38711.18951527843
SCIP_CMD	9	LP2	8	5.731097936630249	38711.18951545576
HiGHS_CMD	9	LP2	8	3.3589088916778564	38711.189515294216
GLPK_CMD	9	LP2	8	28.17701506614685	38711.153195890794
COIN_CMD	9	LP2	8	8.135641813278198	38711.18669625388
CPLEX_PY	9	LP	9	103.51412105560303	52.902044959440396
GUROBI	9	LP	9	0.2495110034942627	52.90204495944039
SCIP_CMD	9	LP	9	1.324463129043579	52.9020449595644
HiGHS_CMD	9	LP	9	1.0369770526885986	52.9020449594524
GLPK_CMD	9	LP	9	0.7938261032104492	52.902
COIN_CMD	9	LP	9	1.2957801818847656	52.902045
CPLEX_PY	9	LP2	9	101.17460489273071	50470.78400896528
GUROBI	9	LP2	9	1.1862289905548096	50470.784008965355
SCIP_CMD	9	LP2	9	5.766369819641113	50470.78400927022
HiGHS_CMD	9	LP2	9	3.2908411026000977	50470.784009000046
GLPK_CMD	9	LP2	9	21.207438230514526	50470.71168122098
COIN_CMD	9	LP2	9	5.33128809928894	50470.78351989348
CPLEX_PY	10	LP	0	4.751543045043945	52.902044959440396
GUROBI	10	LP	0	0.2785682678222656	52.902044959440396
SCIP_CMD	10	LP	0	1.1313211917877197	52.9020449595644
HiGHS_CMD	10	LP	0	1.1381559371948242	52.9020449594524
GLPK_CMD	10	LP	0	0.9985418319702148	52.902
COIN_CMD	10	LP	0	2.1734890937805176	52.902045
CPLEX_PY	10	LP2	0	44.343278884887695	50622.62274250662
GUROBI	10	LP2	0	3.4448509216308594	50622.62274250658
SCIP_CMD	10	LP2	0	5.9497199058532715	50622.62274274109
HiGHS_CMD	10	LP2	0	4.366826057434082	50622.622742528394
GLPK_CMD	10	LP2	0	36.57130289077759	50622.57808699096
COIN_CMD	10	LP2	0	7.82960319519043	50622.6227714634
CPLEX_PY	10	LP	1	50.25155973434448	52.902044959440396
GUROBI	10	LP	1	0.27480602264404297	52.902044959440396
SCIP_CMD	10	LP	1	1.7626869678497314	52.9020449595644
HiGHS_CMD	10	LP	1	1.03798508644104	52.9020449594524
GLPK_CMD	10	LP	1	1.0530941486358643	52.902
COIN_CMD	10	LP	1	3.583430051803589	52.902045
CPLEX_PY	10	LP2	1	165.24982929229736	48990.48913795903
GUROBI	10	LP2	1	1.3193488121032715	48990.48913795903
SCIP_CMD	10	LP2	1	6.0033509731292725	48990.48913817992
HiGHS_CMD	10	LP2	1	3.6079647541046143	48990.489137981844
GLPK_CMD	10	LP2	1	27.751098155975342	48990.45021856252
COIN_CMD	10	LP2	1	9.266204118728638	48990.48862881354
CPLEX_PY	10	LP	2	56.30383014678955	52.902044959440445
GUROBI	10	LP	2	0.30665111541748047	52.902044959440396
SCIP_CMD	10	LP	2	1.5050601959228516	52.9020449595644
HiGHS_CMD	10	LP	2	1.1533970832824707	52.9020449594524
GLPK_CMD	10	LP	2	1.3450589179992676	52.902
COIN_CMD	10	LP	2	159.3247537612915	52.902045
CPLEX_PY	10	LP2	2	123.20952916145325	62715.403338804346
GUROBI	10	LP2	2	1.5776257514953613	62715.40333880421
SCIP_CMD	10	LP2	2	7.6248779296875	62715.403339115066
HiGHS_CMD	10	LP2	2	4.158854007720947	62715.40333883019
GLPK_CMD	10	LP2	2	37.114798069000244	62715.324331607786
COIN_CMD	10	LP2	2	169.02229809761047	62715.40271519243
CPLEX_PY	10	LP	3	55.880289793014526	52.902044959440396
GUROBI	10	LP	3	0.37099504470825195	52.902044959440396
SCIP_CMD	10	LP	3	1.3921289443969727	52.9020449595644
HiGHS_CMD	10	LP	3	1.3909709453582764	52.9020449594525
GLPK_CMD	10	LP	3	1.2004361152648926	52.902
COIN_CMD	10	LP	3	46.346782207489014	52.902045
CPLEX_PY	10	LP2	3	88.26539897918701	51020.835643432845
GUROBI	10	LP2	3	2.3206400871276855	51020.835643432714
SCIP_CMD	10	LP2	3	6.773927927017212	51020.835643691076
HiGHS_CMD	10	LP2	3	4.932855844497681	51020.83564345762
GLPK_CMD	10	LP2	3	32.031347036361694	51020.74625420184
COIN_CMD	10	LP2	3	53.041390895843506	51020.83518022131
CPLEX_PY	10	LP	4	62.16259479522705	52.902044959440396
GUROBI	10	LP	4	0.3072199821472168	52.9020449594404
SCIP_CMD	10	LP	4	1.6072440147399902	52.9020449595644
HiGHS_CMD	10	LP	4	1.014266014099121	52.9020449594524
GLPK_CMD	10	LP	4	1.0604090690612793	52.902
COIN_CMD	10	LP	4	9.231878757476807	52.902045
CPLEX_PY	10	LP2	4	174.9600419998169	40080.924617690594
GUROBI	10	LP2	4	1.6172001361846924	40080.92461769063
SCIP_CMD	10	LP2	4	6.544561147689819	40080.92461790526
HiGHS_CMD	10	LP2	4	4.035280704498291	40080.92461770939
GLPK_CMD	10	LP2	4	49.6178982257843	40080.86545042097
COIN_CMD	10	LP2	4	19.87663507461548	40080.91205452663
CPLEX_PY	10	LP	5	40.37172889709473	52.90204495944041
GUROBI	10	LP	5	0.24009490013122559	52.9020449594404
SCIP_CMD	10	LP	5	1.3077630996704102	52.9020449595644
HiGHS_CMD	10	LP	5	0.8109481334686279	52.9020449594524
GLPK_CMD	10	LP	5	0.8517971038818359	52.902
COIN_CMD	10	LP	5	1.7926030158996582	52.902045
CPLEX_PY	10	LP2	5	113.30978989601135	46779.617381018004
GUROBI	10	LP2	5	1.1840870380401611	46779.617381018084
SCIP_CMD	10	LP2	5	5.247738838195801	46779.61738122076
HiGHS_CMD	10	LP2	5	2.952636957168579	46779.617381034164
GLPK_CMD	10	LP2	5	25.301712036132812	46779.56115044418
COIN_CMD	10	LP2	5	9.795187950134277	46779.617512126635
CPLEX_PY	10	LP	6	44.13049387931824	52.902044959440396
GUROBI	10	LP	6	0.2764301300048828	52.902044959440396
SCIP_CMD	10	LP	6	1.362008810043335	52.9020449595644
HiGHS_CMD	10	LP	6	1.1847538948059082	52.9020449594524
GLPK_CMD	10	LP	6	0.9845898151397705	52.902
COIN_CMD	10	LP	6	2.1901509761810303	
CPLEX_PY	10	LP2	6	87.6238808631897	54482.45010197292
GUROBI	10	LP2	6	1.4405670166015625	54482.45010197278
SCIP_CMD	10	LP2	6	5.368749141693115	54482.450102215706
HiGHS_CMD	10	LP2	6	3.5708909034729004	54482.45010199929
GLPK_CMD	10	LP2	6	28.86949586868286	54482.40426734557
COIN_CMD	10	LP2	6	2.1868550777435303	
CPLEX_PY	10	LP	7	37.62192678451538	52.902044959440396
GUROBI	10	LP	7	0.2865867614746094	52.9020449594404
SCIP_CMD	10	LP	7	1.3734321594238281	52.9020449595644
HiGHS_CMD	10	LP	7	1.0153210163116455	52.9020449594524
GLPK_CMD	10	LP	7	0.9877462387084961	52.902
COIN_CMD	10	LP	7	5.078647136688232	52.902045
CPLEX_PY	10	LP2	7	218.69111680984497	53783.57608636406
GUROBI	10	LP2	7	1.3984401226043701	53783.576086364104
SCIP_CMD	10	LP2	7	5.9350080490112305	53783.576086616464
HiGHS_CMD	10	LP2	7	3.6516950130462646	53783.57608638618
GLPK_CMD	10	LP2	7	43.05428099632263	53783.51398239434
COIN_CMD	10	LP2	7	12.140630006790161	53783.57496659305
CPLEX_PY	10	LP	8	53.11451578140259	52.9020449594404
GUROBI	10	LP	8	0.2760789394378662	52.902044959440396
SCIP_CMD	10	LP	8	1.51784086227417	52.9020449595644
HiGHS_CMD	10	LP	8	1.1104230880737305	52.9020449594524
GLPK_CMD	10	LP	8	0.9183773994445801	52.902
COIN_CMD	10	LP	8	2.6492297649383545	52.902045
CPLEX_PY	10	LP2	8	109.36221480369568	44802.766122822744
GUROBI	10	LP2	8	1.6234920024871826	44802.76612282268
SCIP_CMD	10	LP2	8	6.805385112762451	44802.76612302604
HiGHS_CMD	10	LP2	8	4.352570056915283	44802.76612283839
GLPK_CMD	10	LP2	8	35.69249773025513	44802.70802859127
COIN_CMD	10	LP2	8	10.496143817901611	44802.76582228693
CPLEX_PY	10	LP	9	70.69734191894531	52.902044959440396
GUROBI	10	LP	9	0.2940981388092041	52.902044959440396
SCIP_CMD	10	LP	9	1.9464571475982666	52.9020449595644
HiGHS_CMD	10	LP	9	1.0601880550384521	52.9020449594524
GLPK_CMD	10	LP	9	1.0930497646331787	52.902
COIN_CMD	10	LP	9	4.225307941436768	
CPLEX_PY	10	LP2	9	126.64699482917786	43841.86807315342
GUROBI	10	LP2	9	1.8742268085479736	43841.86807315268
SCIP_CMD	10	LP2	9	6.784182071685791	43841.868073342666
HiGHS_CMD	10	LP2	9	3.9428389072418213	43841.86807317104
GLPK_CMD	10	LP2	9	48.16072988510132	43841.84608244177
COIN_CMD	10	LP2	9	4.226499080657959	
CPLEX_PY	11	LP	0	49.1931791305542	52.9020449594404
GUROBI	11	LP	0	0.335310697555542	52.9020449594404
SCIP_CMD	11	LP	0	1.8070600032806396	52.9020449595644
HiGHS_CMD	11	LP	0	1.7113332748413086	52.9020449594524
GLPK_CMD	11	LP	0	1.1023280620574951	52.902
COIN_CMD	11	LP	0	3.538076162338257	52.902045
CPLEX_PY	11	LP2	0	183.3889982700348	43001.178048527014
GUROBI	11	LP2	0	1.77162504196167	43001.17804852701
SCIP_CMD	11	LP2	0	7.8026509284973145	43001.178048727656
HiGHS_CMD	11	LP2	0	5.459156036376953	43001.178048544054
GLPK_CMD	11	LP2	0	52.85851693153381	43001.13819702547
COIN_CMD	11	LP2	0	12.219438076019287	43001.176056218705
CPLEX_PY	11	LP	1	117.0666151046753	52.9020449594404
GUROBI	11	LP	1	0.30385780334472656	52.9020449594404
SCIP_CMD	11	LP	1	1.8317408561706543	52.9020449595644
HiGHS_CMD	11	LP	1	2.6785290241241455	52.902044959453
GLPK_CMD	11	LP	1	1.268662929534912	52.902
COIN_CMD	11	LP	1	3.3426170349121094	52.902045
CPLEX_PY	11	LP2	1	189.6394579410553	43934.84690579734
GUROBI	11	LP2	1	1.8747351169586182	43934.84690579736
SCIP_CMD	11	LP2	1	8.427946090698242	43934.846905994615
HiGHS_CMD	11	LP2	1	6.203540086746216	43934.84690581437
GLPK_CMD	11	LP2	1	46.27367806434631	43934.79471804135
COIN_CMD	11	LP2	1	11.103387117385864	43934.846607786916
CPLEX_PY	11	LP	2	34.3047730922699	52.9020449594404
GUROBI	11	LP	2	0.31891369819641113	52.9020449594404
SCIP_CMD	11	LP	2	1.8005361557006836	52.9020449595644
HiGHS_CMD	11	LP	2	1.6156821250915527	52.9020449594524
GLPK_CMD	11	LP	2	1.1741139888763428	52.902
COIN_CMD	11	LP	2	4.456675052642822	52.902045
CPLEX_PY	11	LP2	2	120.86214399337769	39360.728348409204
GUROBI	11	LP2	2	1.8995628356933594	39360.72834840923
SCIP_CMD	11	LP2	2	7.405784845352173	39360.72834858998
HiGHS_CMD	11	LP2	2	5.043013095855713	39360.728348424695
GLPK_CMD	11	LP2	2	42.84114098548889	39360.67861504308
COIN_CMD	11	LP2	2	10.841167211532593	39360.726846326485
CPLEX_PY	11	LP	3	67.25901699066162	52.902044959440396
GUROBI	11	LP	3	0.33310484886169434	52.9020449594404
SCIP_CMD	11	LP	3	1.5380418300628662	52.9020449595644
HiGHS_CMD	11	LP	3	1.5420682430267334	52.9020449594525
GLPK_CMD	11	LP	3	1.1949822902679443	52.902
COIN_CMD	11	LP	3	12.631115913391113	52.902045
CPLEX_PY	11	LP2	3	106.57600378990173	46514.62392156434
GUROBI	11	LP2	3	1.7894599437713623	46514.623921564336
SCIP_CMD	11	LP2	3	8.544842958450317	46514.6239217725
HiGHS_CMD	11	LP2	3	5.2677130699157715	46514.62392158439
GLPK_CMD	11	LP2	3	42.68745803833008	46514.56338840091
COIN_CMD	11	LP2	3	19.396181106567383	46514.62377726499
CPLEX_PY	11	LP	4	43.221076011657715	52.902044959440396
GUROBI	11	LP	4	0.2858092784881592	52.9020449594404
SCIP_CMD	11	LP	4	1.5201990604400635	52.9020449595644
HiGHS_CMD	11	LP	4	1.2936489582061768	52.9020449594524
GLPK_CMD	11	LP	4	0.9615070819854736	52.902
COIN_CMD	11	LP	4	2.0339488983154297	52.902045
CPLEX_PY	11	LP2	4	124.24020409584045	49344.54112041404
GUROBI	11	LP2	4	1.3220632076263428	49344.541120970374
SCIP_CMD	11	LP2	4	5.711124897003174	49344.54091596792
HiGHS_CMD	11	LP2	4	3.8481099605560303	49344.54111791705
GLPK_CMD	11	LP2	4	23.92474126815796	49344.49900599781
COIN_CMD	11	LP2	4	7.842378854751587	49344.54107864866
CPLEX_PY	11	LP	5	52.8301682472229	52.902044959440396
GUROBI	11	LP	5	0.35741114616394043	52.902044959440396
SCIP_CMD	11	LP	5	1.9274890422821045	52.9020449595644
HiGHS_CMD	11	LP	5	1.8542990684509277	52.9020449594524
GLPK_CMD	11	LP	5	1.3715870380401611	52.902
COIN_CMD	11	LP	5	4.646000862121582	52.902045
CPLEX_PY	11	LP2	5	176.50396609306335	40735.650352023564
GUROBI	11	LP2	5	2.4430599212646484	40735.65035202367
SCIP_CMD	11	LP2	5	8.291342973709106	40735.650352205
HiGHS_CMD	11	LP2	5	6.068789958953857	40735.65035203834
GLPK_CMD	11	LP2	5	47.20513987541199	40735.61202742585
COIN_CMD	11	LP2	5	11.881010293960571	40735.64969654609
CPLEX_PY	11	LP	6	47.28476595878601	52.90204495944039
GUROBI	11	LP	6	0.2904999256134033	52.9020449594404
SCIP_CMD	11	LP	6	1.7251951694488525	52.9020449595644
HiGHS_CMD	11	LP	6	1.4375948905944824	52.9020449594524
GLPK_CMD	11	LP	6	1.120884895324707	52.902
COIN_CMD	11	LP	6	2.6996989250183105	52.902045
CPLEX_PY	11	LP2	6	148.02145099639893	44808.49030930496
GUROBI	11	LP2	6	1.5794222354888916	44808.490309304965
SCIP_CMD	11	LP2	6	6.575172185897827	44808.490309518704
HiGHS_CMD	11	LP2	6	4.514559030532837	44808.49030932235
GLPK_CMD	11	LP2	6	47.94620180130005	44808.4344631674
COIN_CMD	11	LP2	6	9.308837175369263	44808.488827634545
CPLEX_PY	11	LP	7	88.24293303489685	52.90204495944039
GUROBI	11	LP	7	0.3123598098754883	52.9020449594404
SCIP_CMD	11	LP	7	1.4272499084472656	52.9020449595644
HiGHS_CMD	11	LP	7	1.2313029766082764	52.9020449594525
GLPK_CMD	11	LP	7	1.245426893234253	52.902
COIN_CMD	11	LP	7	4.978766202926636	52.902045
CPLEX_PY	11	LP2	7	118.39241480827332	48222.288512121515
GUROBI	11	LP2	7	1.5576889514923096	48222.28851212153
SCIP_CMD	11	LP2	7	6.352015733718872	48222.28851234956
HiGHS_CMD	11	LP2	7	4.179986953735352	48222.288512143314
GLPK_CMD	11	LP2	7	38.07797193527222	48222.22426379286
COIN_CMD	11	LP2	7	13.909299850463867	48222.280784591974
CPLEX_PY	11	LP	8	71.83539819717407	52.902044959440396
GUROBI	11	LP	8	0.4074430465698242	52.9020449594404
SCIP_CMD	11	LP	8	1.651298999786377	52.9020449595644
HiGHS_CMD	11	LP	8	1.0086948871612549	52.902044959455
GLPK_CMD	11	LP	8	1.2804462909698486	52.902
COIN_CMD	11	LP	8	3251.240826845169	52.902045
CPLEX_PY	11	LP2	8	191.17115378379822	54913.50902034738
GUROBI	11	LP2	8	1.5766537189483643	54913.50902034725
SCIP_CMD	11	LP2	8	5.965007781982422	54913.50902060876
HiGHS_CMD	11	LP2	8	3.5438599586486816	54913.50902036409
GLPK_CMD	11	LP2	8	41.67094802856445	54913.43176394832
COIN_CMD	11	LP2	8	3261.280562877655	54913.50723557159
CPLEX_PY	11	LP	9	45.46670913696289	52.902044959440396
GUROBI	11	LP	9	0.29154300689697266	52.9020449594404
SCIP_CMD	11	LP	9	1.7011420726776123	52.9020449595644
HiGHS_CMD	11	LP	9	1.2077360153198242	52.9020449594524
