interface	size	test	rep	time	value
HiGHS_CMD	4	LP	6	0.26744794845581055	52.9020449594524
GLPK_CMD	4	LP	6	0.2282562255859375	52.902
COIN_CMD	4	LP	6	0.27533888816833496	52.902045
CPLEX_PY	4	LP2	6	20.51691508293152	60614.89263207169
GUROBI	4	LP2	6	0.4605748653411865	60614.89263207167
SCIP_CMD	4	LP2	6	1.3336520195007324	60614.89263234497
HiGHS_CMD	4	LP2	6	0.7900998592376709	60614.89263209582
GLPK_CMD	4	LP2	6	1.9263339042663574	60614.814964290024
COIN_CMD	4	LP2	6	1.240894079208374	60614.89278467224
CPLEX_PY	4	LP	7	0.1526949405670166	52.902044959440396
GUROBI	4	LP	7	0.12052392959594727	52.9020449594404
SCIP_CMD	4	LP	7	0.47845029830932617	52.9020449595644
HiGHS_CMD	4	LP	7	0.2744100093841553	52.9020449594524
GLPK_CMD	4	LP	7	0.28373193740844727	52.902
COIN_CMD	4	LP	7	0.3730959892272949	52.902045
CPLEX_PY	4	LP2	7	95.7535650730133	104494.3285540246
GUROBI	4	LP2	7	0.5626771450042725	104494.32855402505
SCIP_CMD	4	LP2	7	1.554103136062622	104494.32855520869
HiGHS_CMD	4	LP2	7	0.9152042865753174	104494.32855425596
GLPK_CMD	4	LP2	7	2.2210330963134766	104494.15150099006
COIN_CMD	4	LP2	7	1.2603802680969238	104494.32849891845
CPLEX_PY	4	LP	8	0.14487504959106445	17.317346677364192
GUROBI	4	LP	8	0.10929203033447266	17.317346677364196
SCIP_CMD	4	LP	8	0.39461207389831543	17.317346677345
HiGHS_CMD	4	LP	8	0.2542119026184082	17.3173466773603
GLPK_CMD	4	LP	8	0.26844215393066406	17.3173
COIN_CMD	4	LP	8	0.34981298446655273	17.316928
CPLEX_PY	4	LP2	8	40.94543409347534	49219.09986258489
GUROBI	4	LP2	8	0.47162818908691406	49219.09986258577
SCIP_CMD	4	LP2	8	1.4820480346679688	49219.09983584149
HiGHS_CMD	4	LP2	8	0.8575568199157715	49219.09986242238
GLPK_CMD	4	LP2	8	2.0164730548858643	49194.32722755404
COIN_CMD	4	LP2	8	1.4552459716796875	49145.45902016829
CPLEX_PY	4	LP	9	0.14402103424072266	11.86671996461219
GUROBI	4	LP	9	0.11168599128723145	11.866719964612107
SCIP_CMD	4	LP	9	0.4430222511291504	11.8667199645821
HiGHS_CMD	4	LP	9	0.24423813819885254	11.8667199646062
GLPK_CMD	4	LP	9	0.2465040683746338	11.8667
COIN_CMD	4	LP	9	0.24497103691101074	11.866716
CPLEX_PY	4	LP2	9	63.73723793029785	27265.372967216743
GUROBI	4	LP2	9	0.46077895164489746	27265.37296718345
SCIP_CMD	4	LP2	9	1.250411033630371	27265.37297817208
HiGHS_CMD	4	LP2	9	1.191493034362793	27265.372969510503
GLPK_CMD	4	LP2	9	2.1599979400634766	27253.245019907936
COIN_CMD	4	LP2	9	3.5955982208251953	27262.96418772981
CPLEX_PY	5	LP	0	0.8138258457183838	52.902044959440396
GUROBI	5	LP	0	0.13031792640686035	52.902044959440396
SCIP_CMD	5	LP	0	0.5631897449493408	52.9020449595644
HiGHS_CMD	5	LP	0	0.35143494606018066	52.9020449594524
GLPK_CMD	5	LP	0	0.32390594482421875	52.902
COIN_CMD	5	LP	0	0.4317171573638916	52.902045
CPLEX_PY	5	LP2	0	54.960591077804565	62296.99780354108
GUROBI	5	LP2	0	0.4990520477294922	62296.99780354134
SCIP_CMD	5	LP2	0	1.8512468338012695	62296.99780382635
HiGHS_CMD	5	LP2	0	1.1221330165863037	62296.997803566795
GLPK_CMD	5	LP2	0	3.637162923812866	62296.89819526447
COIN_CMD	5	LP2	0	2.17696213722229	62296.99763777896
CPLEX_PY	5	LP	1	2.7698581218719482	24.534057414909093
GUROBI	5	LP	1	0.14061903953552246	24.534057414909118
SCIP_CMD	5	LP	1	0.5528078079223633	24.5340574148884
HiGHS_CMD	5	LP	1	0.305103063583374	24.534057414905
GLPK_CMD	5	LP	1	0.4176909923553467	24.5341
COIN_CMD	5	LP	1	0.36193108558654785	24.534059
CPLEX_PY	5	LP2	1	50.263803243637085	51567.55832403788
GUROBI	5	LP2	1	0.4507172107696533	51567.55832401795
SCIP_CMD	5	LP2	1	1.6217460632324219	51567.558324778685
HiGHS_CMD	5	LP2	1	1.10306978225708	51567.55832374911
GLPK_CMD	5	LP2	1	2.6029000282287598	
COIN_CMD	5	LP2	1	1.5383479595184326	
CPLEX_PY	5	LP	2	1.7384979724884033	52.9020449594404
GUROBI	5	LP	2	0.15176773071289062	52.9020449594404
SCIP_CMD	5	LP	2	0.6491889953613281	52.9020449595644
HiGHS_CMD	5	LP	2	0.3988158702850342	52.9020449594525
GLPK_CMD	5	LP	2	0.38349223136901855	52.902
COIN_CMD	5	LP	2	1.6581320762634277	52.902045
CPLEX_PY	5	LP2	2	42.6598379611969	57792.59401169816
GUROBI	5	LP2	2	0.6977889537811279	57792.59401169818
SCIP_CMD	5	LP2	2	2.6007869243621826	57792.59401196661
HiGHS_CMD	5	LP2	2	1.4394991397857666	57792.594011723515
GLPK_CMD	5	LP2	2	5.440577030181885	57792.5065270216
COIN_CMD	5	LP2	2	3.175057888031006	57792.593216545174
CPLEX_PY	5	LP	3	0.5702061653137207	52.902044959440396
GUROBI	5	LP	3	0.14158010482788086	52.9020449594404
SCIP_CMD	5	LP	3	0.4696488380432129	52.9020449595644
HiGHS_CMD	5	LP	3	0.32698798179626465	52.9020449594524
GLPK_CMD	5	LP	3	0.34116506576538086	52.902
COIN_CMD	5	LP	3	0.3604142665863037	52.902045
CPLEX_PY	5	LP2	3	28.763243913650513	88347.14231405153
GUROBI	5	LP2	3	0.9006218910217285	88347.1423140552
SCIP_CMD	5	LP2	3	1.5861387252807617	88347.14231506785
HiGHS_CMD	5	LP2	3	0.9769327640533447	88347.14231438827
GLPK_CMD	5	LP2	3	3.731682062149048	88346.9956246695
COIN_CMD	5	LP2	3	1.1899142265319824	88347.1422222223
CPLEX_PY	5	LP	4	0.17673707008361816	52.90204495944039
GUROBI	5	LP	4	0.12484979629516602	52.902044959440396
SCIP_CMD	5	LP	4	0.5060060024261475	52.9020449595644
HiGHS_CMD	5	LP	4	0.31836509704589844	52.9020449594524
GLPK_CMD	5	LP	4	0.2973909378051758	52.902
COIN_CMD	5	LP	4	0.363598108291626	52.902045
CPLEX_PY	5	LP2	4	46.79693603515625	66266.90677537375
GUROBI	5	LP2	4	0.42815494537353516	66266.90677537379
SCIP_CMD	5	LP2	4	1.5043268203735352	66266.9067757014
HiGHS_CMD	5	LP2	4	0.8924832344055176	66266.90677540276
GLPK_CMD	5	LP2	4	2.4704220294952393	66266.83540543499
COIN_CMD	5	LP2	4	1.1595568656921387	66266.9061274986
CPLEX_PY	5	LP	5	3.1469249725341797	52.9020449594404
GUROBI	5	LP	5	0.14890289306640625	52.902044959440396
SCIP_CMD	5	LP	5	0.4944770336151123	52.9020449595644
HiGHS_CMD	5	LP	5	0.3480362892150879	52.9020449594524
GLPK_CMD	5	LP	5	0.2920100688934326	52.902
COIN_CMD	5	LP	5	0.34145116806030273	52.902045
CPLEX_PY	5	LP2	5	34.24270725250244	62035.381488266525
GUROBI	5	LP2	5	0.5006880760192871	62035.3814882662
SCIP_CMD	5	LP2	5	1.541651964187622	62035.3814885395
HiGHS_CMD	5	LP2	5	1.0056369304656982	62035.38148828773
GLPK_CMD	5	LP2	5	3.9095170497894287	62035.33193959402
COIN_CMD	5	LP2	5	1.210693120956421	62035.38163522574
CPLEX_PY	5	LP	6	0.15623021125793457	52.902044959440396
GUROBI	5	LP	6	0.10979771614074707	52.90204495944042
SCIP_CMD	5	LP	6	0.40143275260925293	52.9020449595644
HiGHS_CMD	5	LP	6	0.2738356590270996	52.9020449594524
GLPK_CMD	5	LP	6	0.26058006286621094	52.902
COIN_CMD	5	LP	6	0.2922799587249756	
CPLEX_PY	5	LP2	6	57.070626735687256	103576.88404706623
GUROBI	5	LP2	6	0.46184396743774414	103576.88404706567
SCIP_CMD	5	LP2	6	1.2435879707336426	103576.88404772023
HiGHS_CMD	5	LP2	6	0.8546380996704102	103576.88404712887
GLPK_CMD	5	LP2	6	2.4025349617004395	103576.71878375708
COIN_CMD	5	LP2	6	0.291201114654541	
CPLEX_PY	5	LP	7	1.5893828868865967	52.902044959440396
GUROBI	5	LP	7	0.13806891441345215	52.9020449594404
SCIP_CMD	5	LP	7	0.6503260135650635	52.9020449595644
HiGHS_CMD	5	LP	7	0.4648878574371338	52.9020449594524
GLPK_CMD	5	LP	7	0.4170722961425781	52.902
COIN_CMD	5	LP	7	0.6806769371032715	52.902045
CPLEX_PY	5	LP2	7	40.35374307632446	52307.87933858989
GUROBI	5	LP2	7	0.6491031646728516	52307.87933858957
SCIP_CMD	5	LP2	7	2.9052209854125977	52307.87933880802
HiGHS_CMD	5	LP2	7	1.4416429996490479	52307.8793386091
GLPK_CMD	5	LP2	7	6.097448825836182	52307.83950816106
COIN_CMD	5	LP2	7	2.385528087615967	52307.87971544154
CPLEX_PY	5	LP	8	12.291654109954834	52.902044959440396
GUROBI	5	LP	8	0.15610599517822266	52.9020449594404
SCIP_CMD	5	LP	8	0.6175718307495117	52.9020449595644
HiGHS_CMD	5	LP	8	0.39110898971557617	52.9020449594524
GLPK_CMD	5	LP	8	0.4540748596191406	52.902
COIN_CMD	5	LP	8	0.4752790927886963	52.902045
CPLEX_PY	5	LP2	8	76.36411190032959	106191.09370883157
GUROBI	5	LP2	8	0.5643110275268555	106191.09370883179
SCIP_CMD	5	LP2	8	2.1815860271453857	106191.09371011204
HiGHS_CMD	5	LP2	8	1.4450538158416748	106191.09370896613
GLPK_CMD	5	LP2	8	6.101372957229614	106190.82328795732
COIN_CMD	5	LP2	8	2.284736156463623	106191.09383724084
CPLEX_PY	5	LP	9	0.6528530120849609	52.9020449594404
GUROBI	5	LP	9	0.16283178329467773	52.90204495944039
SCIP_CMD	5	LP	9	0.7355189323425293	52.9020449595644
HiGHS_CMD	5	LP	9	0.4304530620574951	52.9020449594524
GLPK_CMD	5	LP	9	0.44598913192749023	52.902
COIN_CMD	5	LP	9	0.49011898040771484	52.902045
CPLEX_PY	5	LP2	9	87.74552083015442	81066.42195641524
GUROBI	5	LP2	9	0.6262788772583008	81066.42195641529
SCIP_CMD	5	LP2	9	2.677318811416626	81066.42195695195
HiGHS_CMD	5	LP2	9	1.5215790271759033	81066.42195647124
GLPK_CMD	5	LP2	9	5.215105772018433	81066.31519060855
COIN_CMD	5	LP2	9	3.2802939414978027	81066.42210708107
CPLEX_PY	6	LP	0	31.048468828201294	52.90204495944039
GUROBI	6	LP	0	0.17319989204406738	52.9020449594404
SCIP_CMD	6	LP	0	0.8961770534515381	52.9020449595644
HiGHS_CMD	6	LP	0	0.5493957996368408	52.9020449594525
GLPK_CMD	6	LP	0	0.5008690357208252	52.902
COIN_CMD	6	LP	0	0.7511241436004639	52.902045
CPLEX_PY	6	LP2	0	37.76028919219971	50292.588106096286
GUROBI	6	LP2	0	0.7667169570922852	50292.58810609635
SCIP_CMD	6	LP2	0	3.2112278938293457	50292.588106320305
HiGHS_CMD	6	LP2	0	1.940384864807129	50292.58810611386
GLPK_CMD	6	LP2	0	8.937356233596802	50292.523861522845
COIN_CMD	6	LP2	0	4.023205995559692	50292.588289365434
CPLEX_PY	6	LP	1	3.7881898880004883	52.9020449594404
GUROBI	6	LP	1	0.19044280052185059	52.9020449594404
SCIP_CMD	6	LP	1	0.8704619407653809	52.9020449595644
HiGHS_CMD	6	LP	1	0.5610439777374268	52.9020449594524
GLPK_CMD	6	LP	1	0.6347818374633789	52.902
COIN_CMD	6	LP	1	0.9883029460906982	52.902045
CPLEX_PY	6	LP2	1	101.51682472229004	54462.711099714514
GUROBI	6	LP2	1	0.8294909000396729	54462.7110997145
SCIP_CMD	6	LP2	1	3.456794261932373	54462.71109997391
HiGHS_CMD	6	LP2	1	1.953244924545288	54462.711099739216
GLPK_CMD	6	LP2	1	10.884162902832031	54462.64868726221
COIN_CMD	6	LP2	1	3.0896408557891846	54462.71139293471
CPLEX_PY	6	LP	2	9.069514036178589	26.474519895201674
GUROBI	6	LP	2	0.17204785346984863	26.474519895201677
SCIP_CMD	6	LP	2	0.6540648937225342	26.4745198951762
HiGHS_CMD	6	LP	2	0.41348791122436523	26.4745198951971
GLPK_CMD	6	LP	2	0.49977898597717285	26.4745
COIN_CMD	6	LP	2	0.6129119396209717	26.398437
CPLEX_PY	6	LP2	2	92.40050888061523	58321.578038255386
GUROBI	6	LP2	2	0.5387678146362305	58321.578038258136
SCIP_CMD	6	LP2	2	2.5056850910186768	58321.57804172378
HiGHS_CMD	6	LP2	2	1.4030771255493164	58321.57803867516
GLPK_CMD	6	LP2	2	6.488450050354004	58318.67363491235
COIN_CMD	6	LP2	2	2.1592800617218018	56755.46031271721
CPLEX_PY	6	LP	3	66.84440994262695	28.11747796690925
GUROBI	6	LP	3	0.21988916397094727	28.117477966909615
SCIP_CMD	6	LP	3	0.896000862121582	28.1174779668695
HiGHS_CMD	6	LP	3	0.5472719669342041	28.1174779669021
GLPK_CMD	6	LP	3	0.6515629291534424	28.1175
COIN_CMD	6	LP	3	0.8792049884796143	28.117478
CPLEX_PY	6	LP2	3	256.62677001953125	45141.78679428511
GUROBI	6	LP2	3	0.6592059135437012	45141.7867944355
SCIP_CMD	6	LP2	3	3.2469780445098877	45141.78680724631
HiGHS_CMD	6	LP2	3	1.9500291347503662	45141.786793405714
GLPK_CMD	6	LP2	3	7.518574953079224	
COIN_CMD	6	LP2	3	2.8979809284210205	45141.78687020198
CPLEX_PY	6	LP	4	58.669710874557495	52.9020449594404
GUROBI	6	LP	4	0.14790678024291992	52.902044959440396
SCIP_CMD	6	LP	4	0.634800910949707	52.9020449595644
HiGHS_CMD	6	LP	4	0.45048999786376953	52.9020449594524
GLPK_CMD	6	LP	4	0.43330931663513184	52.902
COIN_CMD	6	LP	4	0.7254369258880615	52.902045
CPLEX_PY	6	LP2	4	133.25729823112488	58847.13573216865
GUROBI	6	LP2	4	0.6394128799438477	58847.13573216878
SCIP_CMD	6	LP2	4	2.5225300788879395	58847.13573257602
HiGHS_CMD	6	LP2	4	1.4034192562103271	58847.13573222553
GLPK_CMD	6	LP2	4	5.232035160064697	58847.04522673227
COIN_CMD	6	LP2	4	3.0674209594726562	58847.13571061659
CPLEX_PY	6	LP	5	11.076417922973633	52.9020449594404
GUROBI	6	LP	5	0.1732480525970459	52.90204495944039
SCIP_CMD	6	LP	5	0.7321500778198242	52.9020449595644
HiGHS_CMD	6	LP	5	0.5018038749694824	52.9020449594524
GLPK_CMD	6	LP	5	0.5316872596740723	52.902
COIN_CMD	6	LP	5	0.7150399684906006	52.902045
CPLEX_PY	6	LP2	5	87.24676990509033	75824.32734812656
GUROBI	6	LP2	5	0.649036169052124	75824.32734812632
SCIP_CMD	6	LP2	5	3.0814499855041504	75824.32734867487
HiGHS_CMD	6	LP2	5	1.8971061706542969	75824.3273481969
GLPK_CMD	6	LP2	5	9.285819053649902	75824.15277786192
COIN_CMD	6	LP2	5	2.8873491287231445	75824.32744009976
CPLEX_PY	6	LP	6	15.878366947174072	52.902044959440396
GUROBI	6	LP	6	0.1915891170501709	52.9020449594404
SCIP_CMD	6	LP	6	0.8360238075256348	52.9020449595644
HiGHS_CMD	6	LP	6	0.5592777729034424	52.9020449594524
GLPK_CMD	6	LP	6	0.5165441036224365	52.902
COIN_CMD	6	LP	6	0.7802300453186035	52.902045
CPLEX_PY	6	LP2	6	74.39363241195679	42460.52192096402
GUROBI	6	LP2	6	0.8849358558654785	42460.521920964035
SCIP_CMD	6	LP2	6	2.8943631649017334	42460.52192115067
HiGHS_CMD	6	LP2	6	1.9853229522705078	42460.52192097714
GLPK_CMD	6	LP2	6	11.838044881820679	42460.47727102579
COIN_CMD	6	LP2	6	4.979984760284424	42460.52197702056
CPLEX_PY	6	LP	7	36.06256604194641	52.9020449594404
GUROBI	6	LP	7	0.15175414085388184	52.902044959440396
SCIP_CMD	6	LP	7	0.6759827136993408	52.9020449595644
HiGHS_CMD	6	LP	7	0.4496128559112549	52.9020449594524
GLPK_CMD	6	LP	7	0.4412107467651367	52.902
COIN_CMD	6	LP	7	0.759443998336792	52.902045
CPLEX_PY	6	LP2	7	82.64725303649902	48827.67745035722
GUROBI	6	LP2	7	0.6750280857086182	48827.677450356896
SCIP_CMD	6	LP2	7	2.232450008392334	48827.67745060036
HiGHS_CMD	6	LP2	7	1.425530195236206	48827.67745038902
GLPK_CMD	6	LP2	7	6.064418792724609	48827.61665101826
COIN_CMD	6	LP2	7	2.4389309883117676	48827.67744337132
CPLEX_PY	6	LP	8	14.262142896652222	52.902044959440396
GUROBI	6	LP	8	0.16252493858337402	52.902044959440396
SCIP_CMD	6	LP	8	0.788923978805542	52.9020449595644
HiGHS_CMD	6	LP	8	0.4843456745147705	52.9020449594524
GLPK_CMD	6	LP	8	0.45220518112182617	52.902
COIN_CMD	6	LP	8	0.7016220092773438	52.902045
CPLEX_PY	6	LP2	8	93.26672315597534	50415.97161344978
GUROBI	6	LP2	8	0.720771074295044	50415.971613449845
SCIP_CMD	6	LP2	8	3.078400135040283	50415.97161370583
HiGHS_CMD	6	LP2	8	1.603623867034912	50415.97161347888
GLPK_CMD	6	LP2	8	6.593752861022949	50415.923700967505
COIN_CMD	6	LP2	8	2.3123068809509277	50415.971688359125
CPLEX_PY	6	LP	9	0.580003023147583	52.902044959440396
GUROBI	6	LP	9	0.15026307106018066	52.902044959440396
SCIP_CMD	6	LP	9	0.6967689990997314	52.9020449595644
HiGHS_CMD	6	LP	9	0.4752938747406006	52.9020449594522
GLPK_CMD	6	LP	9	0.4281280040740967	52.902
COIN_CMD	6	LP	9	0.6643469333648682	52.902045
CPLEX_PY	6	LP2	9	35.334644079208374	39346.500485704666
GUROBI	6	LP2	9	0.6520729064941406	39346.500485704295
SCIP_CMD	6	LP2	9	2.2242789268493652	39346.50048587407
HiGHS_CMD	6	LP2	9	1.4736201763153076	39346.50048572351
GLPK_CMD	6	LP2	9	6.7498180866241455	39346.45317078208
COIN_CMD	6	LP2	9	3.694603204727173	39346.50057890816
CPLEX_PY	7	LP	0	20.001121044158936	52.902044959440396
GUROBI	7	LP	0	0.21156883239746094	52.9020449594404
SCIP_CMD	7	LP	0	1.0383639335632324	52.9020449595644
HiGHS_CMD	7	LP	0	0.7034702301025391	52.9020449594524
GLPK_CMD	7	LP	0	0.7411599159240723	52.902
COIN_CMD	7	LP	0	1.421597957611084	52.902045
CPLEX_PY	7	LP2	0	61.03958296775818	51718.64779480577
GUROBI	7	LP2	0	0.9629209041595459	51718.64779480572
SCIP_CMD	7	LP2	0	4.0734639167785645	51718.6477950392
HiGHS_CMD	7	LP2	0	2.873067855834961	51718.647794825665
GLPK_CMD	7	LP2	0	15.66669511795044	51718.604095228184
COIN_CMD	7	LP2	0	5.006282091140747	51718.64791016777
CPLEX_PY	7	LP	1	0.721851110458374	52.902044959440396
GUROBI	7	LP	1	0.16481399536132812	52.902044959440396
SCIP_CMD	7	LP	1	0.6948790550231934	52.9020449595644
HiGHS_CMD	7	LP	1	0.5544812679290771	52.9020449594524
GLPK_CMD	7	LP	1	0.49369287490844727	52.902
COIN_CMD	7	LP	1	0.9254271984100342	52.902045
CPLEX_PY	7	LP2	1	119.59874725341797	56425.706511157725
GUROBI	7	LP2	1	0.7671842575073242	56425.70651115773
SCIP_CMD	7	LP2	1	2.692223072052002	56425.70651141069
HiGHS_CMD	7	LP2	1	1.7615480422973633	56425.706511177166
GLPK_CMD	7	LP2	1	7.957580089569092	56425.650011446676
COIN_CMD	7	LP2	1	2.9816372394561768	56425.70677442776
CPLEX_PY	7	LP	2	23.993751049041748	52.902044959440396
GUROBI	7	LP	2	0.18845510482788086	52.902044959440396
SCIP_CMD	7	LP	2	0.8489789962768555	52.9020449595644
HiGHS_CMD	7	LP	2	0.5597639083862305	52.9020449594524
GLPK_CMD	7	LP	2	0.5928099155426025	52.902
COIN_CMD	7	LP	2	0.9672389030456543	52.902045
CPLEX_PY	7	LP2	2	82.58468103408813	50400.23227865613
GUROBI	7	LP2	2	0.8428690433502197	50400.23227865598
SCIP_CMD	7	LP2	2	3.4958460330963135	50400.232278917116
HiGHS_CMD	7	LP2	2	1.920030117034912	50400.23227868426
GLPK_CMD	7	LP2	2	10.498540878295898	50400.16016267785
COIN_CMD	7	LP2	2	6.8962180614471436	50400.23253222158
CPLEX_PY	7	LP	3	19.899615049362183	52.90204495944039
GUROBI	7	LP	3	0.19944381713867188	52.902044959440396
SCIP_CMD	7	LP	3	0.861353874206543	52.9020449595644
HiGHS_CMD	7	LP	3	0.6932263374328613	52.9020449594524
GLPK_CMD	7	LP	3	0.6201810836791992	52.902
COIN_CMD	7	LP	3	3.8437108993530273	52.902045
CPLEX_PY	7	LP2	3	102.14697289466858	59041.56152411787
GUROBI	7	LP2	3	0.9146120548248291	59041.56152411784
SCIP_CMD	7	LP2	3	3.7674918174743652	59041.56152441252
HiGHS_CMD	7	LP2	3	2.3127059936523438	59041.56152414042
GLPK_CMD	7	LP2	3	10.408763885498047	59041.484163335306
COIN_CMD	7	LP2	3	7.083548069000244	59041.561780654396
CPLEX_PY	7	LP	4	44.555052042007446	52.902044959440396
GUROBI	7	LP	4	0.22135400772094727	52.902044959440396
SCIP_CMD	7	LP	4	0.9602220058441162	52.9020449595644
HiGHS_CMD	7	LP	4	0.8809268474578857	52.9020449594524
GLPK_CMD	7	LP	4	0.721290111541748	52.902
COIN_CMD	7	LP	4	1.325822114944458	52.902045
CPLEX_PY	7	LP2	4	196.261794090271	58399.947184057186
GUROBI	7	LP2	4	1.0762829780578613	58399.94718405721
SCIP_CMD	7	LP2	4	4.335187196731567	58399.94718433184
HiGHS_CMD	7	LP2	4	2.696406126022339	58399.94718408329
GLPK_CMD	7	LP2	4	14.957635879516602	58399.859409118595
COIN_CMD	7	LP2	4	4.931661128997803	58399.94636918916
CPLEX_PY	7	LP	5	141.92123699188232	42.75420775185315
GUROBI	7	LP	5	0.24776291847229004	42.75420775185316
SCIP_CMD	7	LP	5	0.9944748878479004	42.7542077518339
HiGHS_CMD	7	LP	5	0.888023853302002	42.7542077518489
GLPK_CMD	7	LP	5	0.8422527313232422	42.7542
COIN_CMD	7	LP	5	1.5203380584716797	
CPLEX_PY	7	LP2	5	109.1476502418518	77339.00360792073
GUROBI	7	LP2	5	1.7474901676177979	77339.00360792005
SCIP_CMD	7	LP2	5	5.229079008102417	77339.00360372795
HiGHS_CMD	7	LP2	5	3.1861038208007812	77339.00360804616
GLPK_CMD	7	LP2	5	14.619753122329712	77338.03855160698
COIN_CMD	7	LP2	5	1.5460777282714844	
CPLEX_PY	7	LP	6	77.88321590423584	52.902044959440396
GUROBI	7	LP	6	0.20678091049194336	52.902044959440396
SCIP_CMD	7	LP	6	0.9517250061035156	52.9020449595644
HiGHS_CMD	7	LP	6	0.7236769199371338	52.9020449594524
GLPK_CMD	7	LP	6	0.7057979106903076	52.902
COIN_CMD	7	LP	6	0.972869873046875	52.902045
CPLEX_PY	7	LP2	6	135.8104989528656	43142.15787327009
GUROBI	7	LP2	6	0.9297118186950684	43142.1578732701
SCIP_CMD	7	LP2	6	3.8049709796905518	43142.15787344074
HiGHS_CMD	7	LP2	6	2.107436180114746	43142.157873278404
GLPK_CMD	7	LP2	6	14.892302751541138	43142.10512140787
COIN_CMD	7	LP2	6	3.244270086288452	43142.15656659251
CPLEX_PY	7	LP	7	53.057315826416016	52.90204495944039
GUROBI	7	LP	7	0.2080702781677246	52.90204495944039
SCIP_CMD	7	LP	7	0.868253231048584	52.9020449595642
HiGHS_CMD	7	LP	7	0.5438978672027588	52.9020449594524
GLPK_CMD	7	LP	7	0.6927230358123779	52.902
COIN_CMD	7	LP	7	0.9994568824768066	
CPLEX_PY	7	LP2	7	122.56511807441711	190566.81012915226
GUROBI	7	LP2	7	0.7236850261688232	190566.81012915514
SCIP_CMD	7	LP2	7	3.087157964706421	190566.81013042782
HiGHS_CMD	7	LP2	7	1.942467212677002	190566.8101291783
GLPK_CMD	7	LP2	7	16.344621181488037	190566.48188470255
COIN_CMD	7	LP2	7	1.0421667098999023	
CPLEX_PY	7	LP	8	39.923815965652466	52.9020449594404
GUROBI	7	LP	8	0.17610692977905273	52.9020449594404
SCIP_CMD	7	LP	8	0.7937462329864502	52.9020449595644
HiGHS_CMD	7	LP	8	0.7279622554779053	52.9020449594524
GLPK_CMD	7	LP	8	0.5988790988922119	52.902
COIN_CMD	7	LP	8	0.9731850624084473	52.902045
CPLEX_PY	7	LP2	8	159.78175520896912	61752.67437989268
GUROBI	7	LP2	8	0.7512168884277344	61752.67427329602
SCIP_CMD	7	LP2	8	3.276850938796997	61752.6743802617
HiGHS_CMD	7	LP2	8	2.142745018005371	61752.67437995704
GLPK_CMD	7	LP2	8	10.053354978561401	61752.56914723445
COIN_CMD	7	LP2	8	3.7905709743499756	61752.674228639815
CPLEX_PY	7	LP	9	25.392781019210815	52.9020449594404
GUROBI	7	LP	9	0.20104289054870605	52.9020449594404
SCIP_CMD	7	LP	9	0.9827017784118652	52.9020449595644
HiGHS_CMD	7	LP	9	0.7349398136138916	52.9020449594524
GLPK_CMD	7	LP	9	0.6573989391326904	52.902
COIN_CMD	7	LP	9	2.121662139892578	52.902045
CPLEX_PY	7	LP2	9	186.38224935531616	43681.69886923949
GUROBI	7	LP2	9	0.9800248146057129	43681.69886923958
SCIP_CMD	7	LP2	9	4.008605003356934	43681.698869423315
HiGHS_CMD	7	LP2	9	2.517788887023926	43681.69886925276
GLPK_CMD	7	LP2	9	13.508644819259644	43681.672842892214
COIN_CMD	7	LP2	9	5.147639036178589	43681.698537601296
CPLEX_PY	8	LP	0	53.63533902168274	52.9020449594404
GUROBI	8	LP	0	0.24233388900756836	52.902044959440396
SCIP_CMD	8	LP	0	1.279397964477539	52.9020449595644
HiGHS_CMD	8	LP	0	1.869849681854248	52.9020449594525
GLPK_CMD	8	LP	0	0.7461607456207275	52.902
COIN_CMD	8	LP	0	1.4601054191589355	52.902045
CPLEX_PY	8	LP2	0	94.96392011642456	45952.9496869564
GUROBI	8	LP2	0	1.187068223953247	45952.94968695641
SCIP_CMD	8	LP2	0	4.725005149841309	45952.94968721272
HiGHS_CMD	8	LP2	0	3.8942348957061768	45952.94968698397
GLPK_CMD	8	LP2	0	15.68883204460144	45952.891979438624
COIN_CMD	8	LP2	0	6.744211912155151	45952.94874750696
CPLEX_PY	8	LP	1	111.31763005256653	52.9020449594404
GUROBI	8	LP	1	0.22922086715698242	52.902044959440396
SCIP_CMD	8	LP	1	1.3392932415008545	52.9020449595644
HiGHS_CMD	8	LP	1	0.7459540367126465	52.9020449594524
GLPK_CMD	8	LP	1	0.7901289463043213	52.902
COIN_CMD	8	LP	1	0.9262938499450684	52.902045
CPLEX_PY	8	LP2	1	199.15137028694153	59332.18144557051
GUROBI	8	LP2	1	1.056865930557251	59332.181445570444
SCIP_CMD	8	LP2	1	5.229944705963135	59332.18144589715
HiGHS_CMD	8	LP2	1	2.6426491737365723	59332.181445605194
GLPK_CMD	8	LP2	1	21.31252098083496	59332.08946148338
COIN_CMD	8	LP2	1	4.60805082321167	59332.178485054115
CPLEX_PY	8	LP	2	71.83872604370117	52.90204495944039
GUROBI	8	LP	2	0.2189178466796875	52.9020449594404
SCIP_CMD	8	LP	2	1.078869104385376	52.9020449595644
HiGHS_CMD	8	LP	2	0.8836150169372559	52.9020449594524
GLPK_CMD	8	LP	2	0.7370407581329346	52.902
COIN_CMD	8	LP	2	1.71368408203125	52.902045
CPLEX_PY	8	LP2	2	130.60367703437805	68619.3463735207
GUROBI	8	LP2	2	0.9960761070251465	68619.34637352075
